,SPRING1,SPRING2,type,Neutrophil PT
26005,506.507,-152.399,Undifferentiated,27289.0
26017,2543.89,-255.997,Monocyte,-1.0
26021,2348.662,-443.479,Monocyte,-1.0
26023,367.608,-659.754,Undifferentiated,32051.0
26024,1028.45,-1950.422,Neutrophil,47465.0
26025,528.295,532.024,Undifferentiated,-1.0
26026,2339.284,-96.898,Monocyte,-1.0
26031,819.816,-1162.155,Neutrophil,43309.0
26032,343.929,-514.987,Undifferentiated,33497.0
26036,1965.992,-435.125,Monocyte,-1.0
26038,-1080.062,-1572.181,Baso,-1.0
26043,1876.471,-350.886,Monocyte,-1.0
26045,1115.691,-1810.866,Neutrophil,47434.0
26048,-1174.805,345.417,Undifferentiated,-1.0
26049,2636.747,-976.501,Neutrophil,54076.0
26055,596.607,-438.562,Undifferentiated,28822.0
26057,1382.597,-585.17,Undifferentiated,-1.0
26058,1373.853,918.087,Undifferentiated,-1.0
26059,70.797,496.673,Undifferentiated,14563.0
26061,237.083,-113.519,Undifferentiated,26814.0
26062,520.286,-282.695,Undifferentiated,26697.0
26065,674.407,-545.596,Undifferentiated,32619.0
26068,1669.346,-257.694,Monocyte,-1.0
26069,1201.015,-2001.499,Neutrophil,47943.0
26073,1166.59,-1971.954,Neutrophil,48433.0
26077,797.654,-568.6,Undifferentiated,-1.0
26078,1997.031,-379.422,Monocyte,-1.0
26080,1063.429,-419.72,Undifferentiated,-1.0
26086,1406.148,-517.656,Undifferentiated,-1.0
26087,1827.269,-508.781,Monocyte,-1.0
26097,785.425,-1489.079,Neutrophil,44466.0
26098,1416.374,-384.06,Monocyte,-1.0
26099,2452.912,-365.499,Monocyte,-1.0
26106,571.769,-739.514,Undifferentiated,36392.0
26107,2361.869,-390.923,Monocyte,-1.0
26108,355.492,177.335,Undifferentiated,19082.0
26116,968.418,-189.549,Undifferentiated,-1.0
26117,-902.581,-1972.898,Baso,-1.0
26120,678.476,-1530.905,Neutrophil,44257.0
26128,-575.749,-1309.389,Eos,-1.0
26131,-1827.269,-932.379,Mast,-1.0
26138,680.668,-840.622,Undifferentiated,38688.0
26139,-775.228,358.204,Undifferentiated,-1.0
26141,2380.182,-166.578,Monocyte,-1.0
26142,-1540.155,593.301,Meg,-1.0
26149,652.331,-328.174,Undifferentiated,-1.0
26150,150.724,316.646,Undifferentiated,15302.0
26152,1142.423,-339.492,Undifferentiated,-1.0
26154,1947.165,-447.936,Monocyte,-1.0
26158,-1178.181,256.064,Undifferentiated,-1.0
26161,798.376,-1754.399,Neutrophil,46824.0
26166,176.144,308.834,Undifferentiated,17214.0
26168,1710.185,-2202.643,Neutrophil,53201.0
26169,1107.914,-239.434,Undifferentiated,-1.0
26170,684.507,-1480.542,Neutrophil,43243.0
26178,-1084.759,-1505.673,Baso,-1.0
26180,385.781,9.763,Undifferentiated,25584.0
26181,-543.438,-1579.755,Eos,-1.0
26183,357.298,-34.958,Undifferentiated,22262.0
26185,-1084.543,-1365.53,Undifferentiated,-1.0
26190,601.151,-797.47,Undifferentiated,37790.0
26191,1271.351,-622.636,Undifferentiated,-1.0
26194,1733.263,-2102.747,Neutrophil,52786.0
26203,1100.081,-1967.516,Neutrophil,47690.0
26206,-987.161,-2002.99,Baso,-1.0
26207,1353.23,-111.311,Undifferentiated,-1.0
26208,2460.244,-429.227,Monocyte,-1.0
26209,1834.3,-426.853,Monocyte,-1.0
26210,1932.054,-301.448,Monocyte,-1.0
26212,389.968,0.312,Undifferentiated,18916.0
26213,993.866,-556.207,Undifferentiated,-1.0
26215,-1119.922,427.608,Undifferentiated,-1.0
26223,-1901.418,1036.152,Meg,-1.0
26224,-192.004,284.441,Undifferentiated,-1.0
26227,2371.273,-225.738,Monocyte,-1.0
26228,1798.322,-2120.845,Neutrophil,52669.0
26229,22.09,575.802,Undifferentiated,10487.0
26234,280.702,204.722,Undifferentiated,18692.0
26245,574.61,-270.943,Undifferentiated,25752.0
26247,1660.522,-2178.852,Neutrophil,51881.0
26249,2456.539,-338.774,Monocyte,-1.0
26250,2340.538,-340.48,Monocyte,-1.0
26254,-1851.954,-938.062,Mast,-1.0
26257,693.721,417.872,Undifferentiated,-1.0
26259,-1108.449,433.239,Undifferentiated,-1.0
26262,1612.933,-165.3,Monocyte,-1.0
26264,2603.399,-295.883,Monocyte,-1.0
26265,-1049.62,-2012.56,Baso,-1.0
26268,628.068,-310.334,Undifferentiated,27258.0
26271,539.696,-257.961,Undifferentiated,30846.0
26275,1845.251,-401.719,Monocyte,-1.0
26277,950.991,-1893.244,Neutrophil,46111.0
26278,109.998,369.1,Undifferentiated,21017.0
26282,2701.226,-129.496,Monocyte,-1.0
26286,1088.316,-339.902,Undifferentiated,-1.0
26287,610.578,-669.214,Undifferentiated,31903.0
26290,1812.343,-466.014,Monocyte,-1.0
26294,-1070.167,-1960.269,Baso,-1.0
26297,-1655.547,634.833,Meg,-1.0
26298,673.494,-1143.654,Neutrophil,41426.0
26299,-1401.373,563.166,Meg,-1.0
26307,1323.485,11.127,Undifferentiated,-1.0
26308,1264.515,-340.886,Undifferentiated,-1.0
26309,398.078,-31.898,Undifferentiated,22710.0
26311,-714.68,168.168,Undifferentiated,-1.0
26313,934.099,-256.87,Undifferentiated,-1.0
26318,2076.243,-403.858,Monocyte,-1.0
26319,844.05,-169.857,Undifferentiated,-1.0
26320,821.4,-1448.387,Neutrophil,43586.0
26321,-1663.414,-831.522,Mast,-1.0
26324,2220.175,-177.758,Monocyte,-1.0
26328,615.201,-1042.683,Neutrophil,38905.0
26329,2125.374,-314.039,Monocyte,-1.0
26330,596.616,389.468,Undifferentiated,-1.0
26331,623.44,-846.967,Undifferentiated,37947.0
26337,2658.249,-1868.961,Neutrophil,60432.0
26338,1252.004,-257.343,Undifferentiated,-1.0
26339,984.034,-45.097,Undifferentiated,-1.0
26349,1010.176,-582.045,Undifferentiated,-1.0
26351,1386.948,-297.394,Monocyte,-1.0
26357,426.498,-90.653,Undifferentiated,25928.0
26361,611.409,-1118.864,Neutrophil,41679.0
26363,2350.758,-307.526,Monocyte,-1.0
26364,986.536,-1969.672,Neutrophil,47082.0
26365,1656.471,-711.492,Undifferentiated,-1.0
26370,829.321,-1775.025,Neutrophil,45358.0
26371,587.892,-216.139,Undifferentiated,26871.0
26376,-1081.176,-1608.088,Baso,-1.0
26380,-1053.724,-1869.786,Baso,-1.0
26395,-1199.148,324.994,Undifferentiated,-1.0
26400,672.636,-525.097,Undifferentiated,33592.0
26402,917.164,-85.126,Undifferentiated,-1.0
26403,1062.453,-1994.123,Neutrophil,48238.0
26404,2480.988,28.811,Monocyte,-1.0
26408,1514.855,-339.982,Monocyte,-1.0
26411,814.792,1608.879,Undifferentiated,-1.0
26414,1509.026,-199.342,Monocyte,-1.0
26419,294.578,260.063,Undifferentiated,17096.0
26420,-1114.311,284.705,Undifferentiated,-1.0
26421,1134.878,-267.72,Undifferentiated,-1.0
26422,1669.982,-433.773,Monocyte,-1.0
26423,-1264.332,497.55,Undifferentiated,-1.0
26426,-587.534,-1200.976,Eos,-1.0
26429,712.664,-1443.437,Neutrophil,44621.0
26430,-1714.881,-896.009,Mast,-1.0
26431,2979.503,337.2,Monocyte,-1.0
26432,1163.61,-2018.916,Neutrophil,48916.0
26442,659.368,-702.26,Undifferentiated,27794.0
26443,2899.895,205.567,Monocyte,-1.0
26447,-1186.208,506.652,Undifferentiated,-1.0
26451,1254.224,-212.786,Undifferentiated,-1.0
26452,2129.951,-313.717,Monocyte,-1.0
26455,2543.564,162.575,Monocyte,-1.0
26457,-1074.016,-1388.24,Baso,-1.0
26459,120.004,750.676,Undifferentiated,6551.0
26462,635.016,-1067.257,Neutrophil,37673.0
26463,1242.407,-698.907,Undifferentiated,-1.0
26464,668.41,-1537.66,Neutrophil,43974.0
26466,-1139.647,-339.541,Undifferentiated,-1.0
26469,1432.163,-2196.237,Neutrophil,50925.0
26471,-1090.657,-1648.071,Baso,-1.0
26472,2094.441,-289.377,Monocyte,-1.0
26473,1829.99,-311.207,Monocyte,-1.0
26477,-1129.615,-291.59,Undifferentiated,-1.0
26481,2592.766,-1843.616,Neutrophil,57788.0
26482,-1128.291,480.559,Undifferentiated,-1.0
26483,578.274,-660.446,Undifferentiated,36081.0
26485,1338.566,-2016.808,Neutrophil,49476.0
26486,808.341,189.276,Undifferentiated,-1.0
26487,-1180.477,249.698,Undifferentiated,-1.0
26490,2701.297,-1643.148,Neutrophil,58882.0
26496,1879.834,-382.604,Monocyte,-1.0
26497,-1393.916,536.588,Meg,-1.0
26499,-1221.419,477.126,Undifferentiated,-1.0
26507,633.811,-909.017,Neutrophil,37419.0
26510,2273.6,370.885,Undifferentiated,-1.0
26511,1421.589,77.561,Undifferentiated,-1.0
26517,496.75,55.979,Undifferentiated,-1.0
26518,2548.635,-22.088,Monocyte,-1.0
26520,2660.957,-143.388,Monocyte,-1.0
26521,2558.243,256.821,Monocyte,-1.0
26522,1307.243,1489.028,pDC,-1.0
26528,-1070.155,-1272.876,Baso,-1.0
26529,594.56,-420.692,Undifferentiated,27877.0
26530,2101.174,-275.588,Monocyte,-1.0
26541,1220.544,6.453,Undifferentiated,-1.0
26542,2078.149,-290.686,Monocyte,-1.0
26543,2994.936,492.463,Monocyte,-1.0
26551,612.428,-652.247,Undifferentiated,33640.0
26552,1533.831,-229.931,Monocyte,-1.0
26562,686.565,-634.263,Undifferentiated,32521.0
26572,2464.786,-230.869,Monocyte,-1.0
26573,744.87,-350.236,Undifferentiated,-1.0
26574,12.372,531.389,Undifferentiated,15557.0
26576,-1090.248,238.439,Undifferentiated,-1.0
26584,42.757,-148.024,Undifferentiated,-1.0
26585,184.079,244.998,Undifferentiated,19340.0
26586,1585.916,-270.872,Monocyte,-1.0
26590,-1787.041,-928.851,Mast,-1.0
26598,471.071,-773.8,Undifferentiated,36757.0
26600,1630.814,-2182.153,Neutrophil,51098.0
26602,276.781,211.453,Undifferentiated,17960.0
26606,2862.907,69.1,Monocyte,-1.0
26607,605.775,-823.102,Undifferentiated,32308.0
26608,1313.184,-181.079,Undifferentiated,-1.0
26616,-1831.865,-981.897,Mast,-1.0
26620,1048.597,-1993.839,Neutrophil,47586.0
26621,2547.616,-508.736,Undifferentiated,-1.0
26623,646.675,-1025.848,Neutrophil,39870.0
26626,1066.75,-647.191,Undifferentiated,-1.0
26627,-1355.461,539.534,Meg,-1.0
26634,20.679,663.719,Undifferentiated,12564.0
26635,1586.607,-153.741,Monocyte,-1.0
26636,974.583,-997.911,Undifferentiated,42173.0
26637,-1064.677,-1962.04,Baso,-1.0
26638,1794.157,-2149.014,Neutrophil,53412.0
26647,1194.885,-2099.061,Neutrophil,49259.0
26649,584.922,268.481,Undifferentiated,-1.0
26650,1105.199,-1924.93,Neutrophil,46288.0
26653,1765.221,-2110.001,Neutrophil,53032.0
26654,1758.596,-2103.518,Neutrophil,52956.0
26655,-1069.759,-1278.327,Baso,-1.0
26656,10.16,460.998,Undifferentiated,16136.0
26657,2082.989,-414.679,Monocyte,-1.0
26660,2498.345,-210.852,Monocyte,-1.0
26663,-1027.803,-1110.111,Baso,-1.0
26667,729.145,-109.343,Undifferentiated,-1.0
26673,2622.332,-130.417,Monocyte,-1.0
26675,-919.704,512.469,Undifferentiated,-1.0
26678,2486.093,-79.558,Monocyte,-1.0
26680,170.929,285.059,Undifferentiated,17165.0
26689,731.753,-687.632,Undifferentiated,37617.0
26690,-1105.952,-1824.905,Baso,-1.0
26691,1301.081,-602.863,Undifferentiated,-1.0
26693,627.728,-1220.686,Neutrophil,40722.0
26694,1514.74,-324.984,Monocyte,-1.0
26701,871.606,-589.199,Undifferentiated,-1.0
26702,567.068,-241.193,Undifferentiated,25525.0
26703,914.524,-1624.147,Neutrophil,45950.0
26705,1422.334,-356.141,Monocyte,-1.0
26706,943.764,-1862.139,Neutrophil,46685.0
26710,-1083.025,280.689,Undifferentiated,-1.0
26713,1460.631,-111.709,Monocyte,-1.0
26714,666.725,-745.146,Undifferentiated,36557.0
26716,3018.402,586.611,Monocyte,-1.0
26717,2957.923,316.854,Monocyte,-1.0
26718,-977.399,-2006.427,Baso,-1.0
26724,303.387,-462.676,Undifferentiated,32212.0
26728,2588.878,-311.165,Monocyte,-1.0
26734,362.057,147.404,Undifferentiated,18170.0
26736,1229.293,-2088.464,Neutrophil,49014.0
26746,141.376,329.332,Undifferentiated,16990.0
26766,1054.493,-1539.738,Undifferentiated,47078.0
26768,340.785,-90.005,Undifferentiated,30205.0
26770,-1822.233,-918.017,Mast,-1.0
26773,1538.18,-2196.428,Neutrophil,51260.0
26776,910.769,-1733.822,Neutrophil,46567.0
26777,245.167,57.087,Undifferentiated,27538.0
26778,2324.279,-242.708,Monocyte,-1.0
26780,2519.287,-226.705,Monocyte,-1.0
26786,30.716,461.3,Undifferentiated,14855.0
26787,-959.054,-936.748,Baso,-1.0
26788,2041.17,-261.209,Monocyte,-1.0
26789,2118.289,-240.866,Monocyte,-1.0
26791,547.123,-161.123,Undifferentiated,26092.0
26796,2567.656,-1935.744,Neutrophil,59300.0
26797,2450.699,-259.331,Monocyte,-1.0
26801,1221.081,-2013.704,Neutrophil,49051.0
26808,922.414,-603.631,Undifferentiated,-1.0
26810,1549.245,-393.46,Monocyte,-1.0
26812,1109.708,-1897.444,Neutrophil,47743.0
26814,2615.745,-33.005,Monocyte,-1.0
26817,1371.369,-1920.445,Undifferentiated,49295.0
26823,-1764.972,-892.4,Mast,-1.0
26830,916.577,-1705.826,Neutrophil,45882.0
26831,2850.714,38.44,Monocyte,-1.0
26839,872.773,-1709.073,Neutrophil,45929.0
26840,2087.022,-312.554,Monocyte,-1.0
26842,-818.311,-634.138,Baso,-1.0
26844,1946.966,-165.721,Monocyte,-1.0
26849,1054.845,-1957.821,Neutrophil,47630.0
26850,745.114,-708.781,Undifferentiated,38092.0
26851,2465.41,-93.393,Monocyte,-1.0
26852,648.511,-386.126,Undifferentiated,29693.0
26857,2533.38,-1960.605,Neutrophil,57417.0
26861,-1711.276,-855.669,Mast,-1.0
26862,583.894,77.848,Undifferentiated,-1.0
26863,-1604.396,-886.042,Mast,-1.0
26864,1339.894,-108.663,Undifferentiated,-1.0
26865,-46.239,565.192,Undifferentiated,19412.0
26869,883.813,-1734.798,Neutrophil,46362.0
26870,-1205.523,276.696,Undifferentiated,-1.0
26879,2696.164,-1288.336,Neutrophil,55598.0
26881,551.873,-542.585,Undifferentiated,28369.0
26882,2000.366,-495.554,Monocyte,-1.0
26885,-1061.707,-1491.204,Baso,-1.0
26887,2398.896,-2010.499,Neutrophil,57605.0
26888,901.001,-1823.35,Neutrophil,46914.0
26893,620.906,-885.31,Neutrophil,36926.0
26900,859.344,-1721.129,Neutrophil,45805.0
26901,-1239.886,-445.665,Undifferentiated,-1.0
26915,696.132,-1154.24,Neutrophil,40344.0
26916,9.559,-416.552,Undifferentiated,-1.0
26919,-1903.307,1058.765,Meg,-1.0
26922,1154.955,-313.632,Undifferentiated,-1.0
26924,2072.439,-283.594,Monocyte,-1.0
26926,2559.26,-198.352,Monocyte,-1.0
26937,2282.055,-291.104,Monocyte,-1.0
26938,2676.063,-1850.07,Neutrophil,60550.0
26940,693.891,-842.843,Undifferentiated,38020.0
26941,-457.631,514.841,Undifferentiated,-1.0
26944,1503.265,-672.829,Undifferentiated,-1.0
26945,2158.03,-2073.577,Neutrophil,54473.0
26946,396.457,-98.566,Undifferentiated,21032.0
26951,588.488,-1046.493,Neutrophil,39784.0
26952,2194.235,-225.644,Monocyte,-1.0
26954,742.796,-1214.504,Neutrophil,39436.0
26962,-956.631,-1757.466,Baso,-1.0
26963,-1061.052,30.515,Undifferentiated,-1.0
26964,-1852.053,-949.444,Mast,-1.0
26971,357.125,287.01,Undifferentiated,18156.0
26973,748.936,26.754,Undifferentiated,-1.0
26974,578.76,-1100.669,Neutrophil,40458.0
26976,1414.319,-2145.891,Neutrophil,51202.0
26977,-1499.086,574.644,Meg,-1.0
26978,-1031.17,-1989.014,Baso,-1.0
26982,297.482,-582.582,Undifferentiated,36029.0
26985,620.157,-854.037,Undifferentiated,38575.0
26986,-1670.093,-843.21,Mast,-1.0
26990,-1070.278,-1803.704,Baso,-1.0
26993,333.933,-533.079,Undifferentiated,36780.0
26995,929.476,-489.467,Undifferentiated,-1.0
26996,-422.405,528.446,Undifferentiated,-1.0
26998,1317.586,-285.297,Undifferentiated,-1.0
27002,-1045.629,-1173.708,Baso,-1.0
27008,2151.839,-349.768,Monocyte,-1.0
27010,-1091.735,310.315,Undifferentiated,-1.0
27013,1198.061,-1872.886,Neutrophil,48450.0
27015,2443.631,-293.472,Monocyte,-1.0
27019,622.235,-325.47,Undifferentiated,26076.0
27020,2774.817,228.851,Monocyte,-1.0
27028,-80.938,634.622,Undifferentiated,11093.0
27029,2921.692,461.748,Monocyte,-1.0
27033,-1082.398,-1454.478,Baso,-1.0
27035,2615.274,-1979.968,Undifferentiated,59727.0
27038,665.279,-1110.468,Neutrophil,38615.0
27040,2555.907,-110.951,Monocyte,-1.0
27044,-1914.95,796.394,Meg,-1.0
27050,794.856,209.669,Undifferentiated,-1.0
27051,366.211,589.426,Undifferentiated,22532.0
27053,-1077.101,-1282.863,Baso,-1.0
27059,2064.342,-217.051,Monocyte,-1.0
27069,929.062,-525.349,Undifferentiated,-1.0
27071,636.418,-366.026,Undifferentiated,28537.0
27072,-1900.152,1011.748,Meg,-1.0
27074,1827.433,-274.113,Monocyte,-1.0
27075,-1061.851,-1337.308,Baso,-1.0
27077,840.577,-1617.653,Neutrophil,44431.0
27078,775.252,-1229.422,Neutrophil,41745.0
27079,-112.783,663.462,Undifferentiated,9221.0
27083,1056.9,-1939.662,Neutrophil,48132.0
27092,2710.471,-295.991,Monocyte,-1.0
27099,2193.446,-2019.117,Neutrophil,55833.0
27101,-1308.007,-587.549,Mast,-1.0
27108,606.516,-1019.804,Neutrophil,40176.0
27109,764.962,-1604.541,Neutrophil,44620.0
27118,659.594,-352.487,Undifferentiated,28647.0
27119,579.089,-699.309,Undifferentiated,33453.0
27120,1558.023,-2129.311,Neutrophil,51794.0
27122,600.428,-1148.896,Neutrophil,40283.0
27125,-363.521,167.321,Undifferentiated,-1.0
27128,749.219,-381.097,Undifferentiated,-1.0
27137,-28.829,563.17,Undifferentiated,15740.0
27143,2259.603,-372.227,Monocyte,-1.0
27145,617.88,-679.113,Undifferentiated,34311.0
27147,555.463,-641.623,Undifferentiated,35302.0
27148,728.949,-1452.414,Neutrophil,44130.0
27151,1549.044,-357.018,Monocyte,-1.0
27155,2349.595,-386.579,Monocyte,-1.0
27159,-447.492,588.726,Undifferentiated,-1.0
27169,-1360.843,551.641,Meg,-1.0
27172,704.591,394.296,Undifferentiated,-1.0
27173,480.794,-912.148,Undifferentiated,37285.0
27176,1364.812,-34.94,Undifferentiated,-1.0
27180,1607.057,-421.516,Monocyte,-1.0
27181,1897.442,-330.769,Monocyte,-1.0
27188,-1085.62,-1954.609,Baso,-1.0
27190,566.481,119.776,Undifferentiated,-1.0
27193,1885.252,-357.102,Monocyte,-1.0
27200,-1055.687,-1203.023,Baso,-1.0
27204,628.42,-87.333,Undifferentiated,-1.0
27209,704.07,-306.832,Undifferentiated,-1.0
27212,650.579,-838.293,Undifferentiated,36483.0
27213,1799.455,-383.338,Monocyte,-1.0
27218,-1174.992,-344.331,Undifferentiated,-1.0
27219,603.968,-206.938,Undifferentiated,-1.0
27220,-619.348,127.74,Undifferentiated,-1.0
27222,-1070.566,-528.145,Undifferentiated,-1.0
27228,745.082,-571.472,Undifferentiated,31405.0
27229,1216.006,-339.141,Undifferentiated,-1.0
27231,1168.152,-1950.134,Neutrophil,48782.0
27240,928.135,-1843.34,Neutrophil,46112.0
27242,-1293.545,489.326,Undifferentiated,-1.0
27244,851.487,-1776.058,Neutrophil,44682.0
27245,-1303.57,-546.549,Mast,-1.0
27252,1786.359,-2110.357,Neutrophil,52906.0
27253,704.65,-706.043,Undifferentiated,37768.0
27255,361.456,-516.666,Undifferentiated,33229.0
27262,2880.571,152.093,Monocyte,-1.0
27264,-980.349,-1455.607,Baso,-1.0
27272,2326.66,-313.282,Monocyte,-1.0
27273,723.219,13.174,Undifferentiated,-1.0
27275,2546.021,40.145,Monocyte,-1.0
27276,-1184.414,257.134,Undifferentiated,-1.0
27277,-1091.154,301.219,Undifferentiated,-1.0
27281,-966.236,-1996.169,Baso,-1.0
27283,2342.851,-315.975,Monocyte,-1.0
27285,936.997,-1845.811,Neutrophil,45577.0
27293,2406.813,-425.67,Monocyte,-1.0
27300,-1071.325,-1225.823,Baso,-1.0
27305,1056.796,-0.923,Undifferentiated,-1.0
27306,1632.022,-190.774,Monocyte,-1.0
27311,658.897,-1186.781,Neutrophil,41054.0
27313,2524.409,-524.595,Undifferentiated,-1.0
27315,-1019.871,-2035.116,Baso,-1.0
27318,792.791,-1153.361,Neutrophil,40496.0
27325,-1067.498,-1841.264,Baso,-1.0
27328,581.996,-819.369,Undifferentiated,39089.0
27334,2462.965,-524.186,Undifferentiated,-1.0
27344,-1216.088,290.523,Undifferentiated,-1.0
27346,-1074.5,-1909.114,Baso,-1.0
27348,642.517,-746.442,Undifferentiated,33241.0
27350,596.758,-1182.277,Neutrophil,41736.0
27355,1111.052,-1960.919,Neutrophil,47128.0
27368,1320.436,-301.204,Undifferentiated,-1.0
27373,1726.039,-331.047,Monocyte,-1.0
27378,-1032.777,-1278.365,Baso,-1.0
27379,101.108,459.237,Undifferentiated,13927.0
27390,709.161,1503.711,Undifferentiated,-1.0
27391,2020.988,-688.279,Undifferentiated,-1.0
27392,522.817,-41.99,Undifferentiated,22219.0
27398,677.065,-849.6,Undifferentiated,37910.0
27399,2481.544,311.836,Monocyte,-1.0
27403,695.113,879.622,Undifferentiated,-1.0
27404,-1052.961,-1519.543,Baso,-1.0
27410,-844.079,-624.562,Baso,-1.0
27411,718.432,-879.97,Neutrophil,36876.0
27413,-1322.625,508.473,Meg,-1.0
27419,649.749,-87.153,Undifferentiated,-1.0
27420,1726.553,-360.726,Monocyte,-1.0
27423,-1069.687,-1662.131,Baso,-1.0
27430,1046.466,-503.009,Undifferentiated,-1.0
27431,901.246,-1693.876,Neutrophil,46944.0
27434,1666.245,-2202.253,Neutrophil,52184.0
27437,522.899,-617.624,Undifferentiated,39111.0
27439,1113.328,-714.392,Undifferentiated,-1.0
27440,1111.82,-2038.865,Neutrophil,48512.0
27441,677.608,-1200.31,Neutrophil,42507.0
27443,-1211.539,251.719,Erythroid,-1.0
27448,628.633,-915.237,Neutrophil,38096.0
27452,-1086.298,-1744.889,Baso,-1.0
27454,1712.452,-366.19,Monocyte,-1.0
27455,-1043.637,-1811.535,Baso,-1.0
27458,852.793,-271.083,Undifferentiated,-1.0
27459,531.857,-960.987,Neutrophil,39289.0
27462,2514.271,-468.002,Monocyte,-1.0
27463,2490.654,55.149,Monocyte,-1.0
27469,943.174,-9.603,Undifferentiated,-1.0
27470,48.974,562.239,Undifferentiated,12901.0
27471,670.37,-1203.244,Neutrophil,42378.0
27472,764.758,212.491,Undifferentiated,-1.0
27480,1110.695,-30.117,Undifferentiated,-1.0
27490,503.0,-237.754,Undifferentiated,27360.0
27492,243.356,93.558,Undifferentiated,24177.0
27493,2045.371,-382.224,Monocyte,-1.0
27499,565.958,-158.718,Undifferentiated,23432.0
27500,653.298,-222.74,Undifferentiated,-1.0
27501,906.646,-60.754,Undifferentiated,-1.0
27502,1760.212,1418.089,Ccr7_DC,-1.0
27505,-1892.913,-983.541,Mast,-1.0
27509,-1139.624,491.208,Undifferentiated,-1.0
27516,-1086.954,297.471,Undifferentiated,-1.0
27517,-1944.839,820.902,Meg,-1.0
27519,691.443,144.492,Undifferentiated,-1.0
27520,698.91,-1407.006,Neutrophil,42496.0
27522,2510.082,-465.103,Monocyte,-1.0
27528,-994.904,-1911.992,Baso,-1.0
27530,-1088.006,-1892.425,Baso,-1.0
27531,496.297,-374.916,Undifferentiated,27961.0
27534,2036.257,-427.319,Monocyte,-1.0
27539,570.915,-685.365,Undifferentiated,35772.0
27540,303.383,232.035,Undifferentiated,18050.0
27541,345.802,-681.255,Undifferentiated,41480.0
27542,228.706,-2.849,Undifferentiated,27238.0
27543,1656.021,-2144.9,Neutrophil,52039.0
27544,-1038.823,-1090.85,Baso,-1.0
27549,1757.86,-519.405,Undifferentiated,-1.0
27551,976.545,-1805.552,Neutrophil,47202.0
27553,2548.442,-156.707,Monocyte,-1.0
27556,-1076.36,-1879.136,Baso,-1.0
27558,2201.961,399.74,Undifferentiated,-1.0
27559,633.274,-263.07,Undifferentiated,-1.0
27560,3004.564,513.948,Monocyte,-1.0
27561,1088.789,-2017.097,Neutrophil,48002.0
27562,-1051.542,-1181.748,Baso,-1.0
27566,-1329.651,530.542,Meg,-1.0
27570,-1584.218,614.446,Meg,-1.0
27571,1383.72,-1668.741,Undifferentiated,-1.0
27578,896.57,-1762.392,Neutrophil,46034.0
27580,560.359,-318.636,Undifferentiated,27376.0
27581,-1076.161,-1282.064,Baso,-1.0
