,Estimator,Sample number,True MI,Estimate,Ambient dimensions,Intrinsic dimensions
1694,MINE,5000,1,0.818479710016128,37,3
1695,KSG,5000,1,0.25140555442330825,37,3
1696,InfoNCE,5000,1,0.5715471918899582,50,5
1697,LMI,5000,1,0.6670331312221051,50,5
1698,MINE,5000,1,0.6709507563315494,50,5
1699,KSG,5000,1,0.17066436784275205,50,5
1700,InfoNCE,6000,1,0.9754209302171262,1,1
1701,LMI,6000,1,0.9980076155977228,1,1
1702,MINE,6000,1,0.977168789897845,1,1
1703,KSG,6000,1,1.0001025968684978,1,1
1704,InfoNCE,6000,1,0.9187340726315375,13,1
1705,LMI,6000,1,0.9696782426401295,13,1
1706,MINE,6000,1,0.8714219033531552,13,1
1707,KSG,6000,1,0.47464183203320165,13,1
1708,InfoNCE,6000,1,0.8195496140871454,25,2
1709,LMI,6000,1,0.9095063690181423,25,2
1710,MINE,6000,1,0.8620767960618974,25,2
1711,KSG,6000,1,0.3205748618778165,25,2
1712,InfoNCE,6000,1,0.7862262556559677,37,3
1713,LMI,6000,1,0.8185205416068397,37,3
1714,MINE,6000,1,0.8014465482746753,37,3
1715,KSG,6000,1,0.21816869754344548,37,3
1716,InfoNCE,6000,1,0.6885263513538233,50,5
1717,LMI,6000,1,0.7254123362235091,50,5
1718,MINE,6000,1,0.5727995695535412,50,5
1719,KSG,6000,1,0.19198290405757434,50,5
1720,InfoNCE,7000,1,0.9883251324766644,1,1
1721,LMI,7000,1,1.0147762336945558,1,1
1722,MINE,7000,1,0.9562833887597163,1,1
1723,KSG,7000,1,0.9939693934903194,1,1
1724,InfoNCE,7000,1,0.9395288389126615,13,1
1725,LMI,7000,1,0.9892809312637655,13,1
1726,MINE,7000,1,0.8970246166217998,13,1
1727,KSG,7000,1,0.49054799257139414,13,1
1728,InfoNCE,7000,1,0.9018577590676718,25,2
1729,LMI,7000,1,0.9011811779046254,25,2
1730,MINE,7000,1,0.9197230588653241,25,2
1731,KSG,7000,1,0.34354164927600384,25,2
1732,InfoNCE,7000,1,0.7675558190783012,37,3
1733,LMI,7000,1,0.8044688724307231,37,3
1734,MINE,7000,1,0.8286340816710207,37,3
1735,KSG,7000,1,0.20273183691475563,37,3
1736,InfoNCE,7000,1,0.7095041071754653,50,5
1737,LMI,7000,1,0.6642025693489608,50,5
1738,MINE,7000,1,0.7171695459070715,50,5
1739,KSG,7000,1,0.18271613175056192,50,5
1740,InfoNCE,8000,1,1.0051856236366508,1,1
1741,LMI,8000,1,1.0226125150462473,1,1
1742,MINE,8000,1,0.995332049638117,1,1
1743,KSG,8000,1,1.0412516544021433,1,1
1744,InfoNCE,8000,1,0.9290062524022714,13,1
1745,LMI,8000,1,0.9441408879239134,13,1
1746,MINE,8000,1,0.9166034655613237,13,1
1747,KSG,8000,1,0.5075544566840411,13,1
1748,InfoNCE,8000,1,0.830121731600984,25,2
1749,LMI,8000,1,0.8975869698407518,25,2
1750,MINE,8000,1,0.8654639943706404,25,2
1751,KSG,8000,1,0.3690496174653275,25,2
1752,InfoNCE,8000,1,0.7184760981056763,37,3
1753,LMI,8000,1,0.8224697953679798,37,3
1754,MINE,8000,1,0.8125995371918031,37,3
1755,KSG,8000,1,0.19814566976235307,37,3
1756,InfoNCE,8000,1,0.7266328912707976,50,5
1757,LMI,8000,1,0.6559296941506116,50,5
1758,MINE,8000,1,0.6397656581985489,50,5
1759,KSG,8000,1,0.17807744258947253,50,5
1760,InfoNCE,9000,1,0.9617462456817225,1,1
1761,LMI,9000,1,0.995453380743955,1,1
1762,MINE,9000,1,0.9288473404328742,1,1
1763,KSG,9000,1,1.0047872366309096,1,1
1764,InfoNCE,9000,1,0.9240971796160434,13,1
1765,LMI,9000,1,1.025370505548476,13,1
1766,MINE,9000,1,0.8786619429978523,13,1
1767,KSG,9000,1,0.5138637658510975,13,1
1768,InfoNCE,9000,1,0.8563195048416139,25,2
1769,LMI,9000,1,0.9211229544149316,25,2
1770,MINE,9000,1,0.866147023468542,25,2
1771,KSG,9000,1,0.3691101413045488,25,2
1772,InfoNCE,9000,1,0.8263821408406231,37,3
1773,LMI,9000,1,0.8163273493378803,37,3
1774,MINE,9000,1,0.7619214094620592,37,3
1775,KSG,9000,1,0.19300013410477573,37,3
1776,InfoNCE,9000,1,0.7948281399215219,50,5
1777,LMI,9000,1,0.7293736936319568,50,5
1778,MINE,9000,1,0.689122271239063,50,5
1779,KSG,9000,1,0.17326782222649934,50,5
1780,InfoNCE,10000,1,0.9744289342869495,1,1
1781,LMI,10000,1,1.0039320722199734,1,1
1782,MINE,10000,1,0.9412206322491989,1,1
1783,KSG,10000,1,1.0016071688063828,1,1
1784,InfoNCE,10000,1,0.9787642729498992,13,1
1785,LMI,10000,1,1.0360175306751642,13,1
1786,MINE,10000,1,0.9264965955695559,13,1
1787,KSG,10000,1,0.5023860300497436,13,1
1788,InfoNCE,10000,1,0.9093011681970142,25,2
1789,LMI,10000,1,0.9075402643917839,25,2
1790,MINE,10000,1,0.8823758223519093,25,2
1791,KSG,10000,1,0.3438058337447008,25,2
1792,InfoNCE,10000,1,0.7977772984185173,37,3
1793,LMI,10000,1,0.7995361171701904,37,3
1794,MINE,10000,1,0.8082047785229803,37,3
1795,KSG,10000,1,0.23430212516473556,37,3
1796,InfoNCE,10000,1,0.7701218002291742,50,5
1797,LMI,10000,1,0.7049885096263228,50,5
1798,MINE,10000,1,0.6313130548739436,50,5
1799,KSG,10000,1,0.17867799469045548,50,5
1800,InfoNCE,1000,1,0.9933511534654792,1,1
1801,LMI,1000,1,0.999349823275488,1,1
1802,MINE,1000,1,1.0412704215014073,1,1
1803,KSG,1000,1,1.0361318252064342,1,1
1804,InfoNCE,1000,1,-0.5807097395973252,13,1
1805,LMI,1000,1,0.8683437399136779,13,1
1806,MINE,1000,1,0.7065542607478664,13,1
1807,KSG,1000,1,0.3116243421186706,13,1
1808,InfoNCE,1000,1,-1.5041705834051762,25,2
1809,LMI,1000,1,0.8268352381722062,25,2
1810,MINE,1000,1,-0.5207517719923259,25,2
1811,KSG,1000,1,0.26842835153513045,25,2
1812,InfoNCE,1000,1,-4.760106917495473,37,3
1813,LMI,1000,1,0.6029923446266696,37,3
1814,MINE,1000,1,-0.36898035027626364,37,3
1815,KSG,1000,1,0.19381442629661547,37,3
1816,InfoNCE,1000,1,-5.852499439939826,50,5
1817,LMI,1000,1,0.4283737234283236,50,5
1818,MINE,1000,1,-0.6637550022194495,50,5
1819,KSG,1000,1,0.10818109007794752,50,5
1820,InfoNCE,2000,1,0.9156886038500589,1,1
1821,LMI,2000,1,0.9460232290526426,1,1
1822,MINE,2000,1,1.0192472691364958,1,1
1823,KSG,2000,1,0.986777353837259,1,1
1824,InfoNCE,2000,1,0.37638678313567053,13,1
1825,LMI,2000,1,0.8762202249722759,13,1
1826,MINE,2000,1,0.8199956510921581,13,1
1827,KSG,2000,1,0.41020467309232933,13,1
1828,InfoNCE,2000,1,0.3481554870312388,25,2
1829,LMI,2000,1,0.7600479322228747,25,2
1830,MINE,2000,1,0.5245333265194974,25,2
1831,KSG,2000,1,0.26563772813609887,25,2
1832,InfoNCE,2000,1,-0.23474599946868202,37,3
1833,LMI,2000,1,0.6991544712594348,37,3
1834,MINE,2000,1,0.3766624713250036,37,3
1835,KSG,2000,1,0.18218668648635417,37,3
1836,InfoNCE,2000,1,-0.513597293716433,50,5
1837,LMI,2000,1,0.5758232916473605,50,5
1838,MINE,2000,1,0.31398820973227715,50,5
1839,KSG,2000,1,0.19193712288137812,50,5
1840,InfoNCE,3000,1,0.9717920962839209,1,1
1841,LMI,3000,1,1.0069457036353928,1,1
1842,MINE,3000,1,0.9469718180853767,1,1
1843,KSG,3000,1,1.0113601109764225,1,1
1844,InfoNCE,3000,1,0.7918184435314227,13,1
1845,LMI,3000,1,1.026979453389121,13,1
1846,MINE,3000,1,0.8320757984800873,13,1
1847,KSG,3000,1,0.442043794030077,13,1
1848,InfoNCE,3000,1,0.6174245959035175,25,2
1849,LMI,3000,1,0.8827402793044864,25,2
1850,MINE,3000,1,0.7164704364313143,25,2
1851,KSG,3000,1,0.29196233535056815,25,2
1852,InfoNCE,3000,1,0.4046160154482919,37,3
1853,LMI,3000,1,0.7276204170162922,37,3
1854,MINE,3000,1,0.6967158212226086,37,3
1855,KSG,3000,1,0.25198950100446704,37,3
1856,InfoNCE,3000,1,-0.049958896283835555,50,5
1857,LMI,3000,1,0.5274848221731434,50,5
1858,MINE,3000,1,0.567215550854002,50,5
1859,KSG,3000,1,0.20474880836369125,50,5
1860,InfoNCE,4000,1,0.9891148768094264,1,1
1861,LMI,4000,1,0.9661872487278517,1,1
1862,MINE,4000,1,0.9802278453087417,1,1
1863,KSG,4000,1,0.9699599336420203,1,1
1864,InfoNCE,4000,1,0.8832347897016435,13,1
1865,LMI,4000,1,0.9601312945069456,13,1
1866,MINE,4000,1,0.9145921284594831,13,1
1867,KSG,4000,1,0.4185633167704014,13,1
1868,InfoNCE,4000,1,0.6901182227702095,25,2
1869,LMI,4000,1,0.9158506361730925,25,2
1870,MINE,4000,1,0.7689460408365507,25,2
1871,KSG,4000,1,0.2848008203066815,25,2
1872,InfoNCE,4000,1,0.3803100513671529,37,3
1873,LMI,4000,1,0.7830680804267781,37,3
1874,MINE,4000,1,0.5788805321227483,37,3
1875,KSG,4000,1,0.20210031409248075,37,3
1876,InfoNCE,4000,1,0.6129090194224637,50,5
1877,LMI,4000,1,0.6183059561441815,50,5
1878,MINE,4000,1,0.6615214635326943,50,5
1879,KSG,4000,1,0.1445005522800975,50,5
1880,InfoNCE,5000,1,1.009437722696583,1,1
1881,LMI,5000,1,0.9983654591316594,1,1
1882,MINE,5000,1,0.9972193872486854,1,1
1883,KSG,5000,1,1.0174478438713868,1,1
1884,InfoNCE,5000,1,0.9218256327634474,13,1
1885,LMI,5000,1,1.015415383146405,13,1
1886,MINE,5000,1,0.9319495634891375,13,1
1887,KSG,5000,1,0.4905874231201438,13,1
1888,InfoNCE,5000,1,0.839403291302748,25,2
1889,LMI,5000,1,0.8638974814574815,25,2
1890,MINE,5000,1,0.842012096133686,25,2
1891,KSG,5000,1,0.2926341542614328,25,2
1892,InfoNCE,5000,1,0.6970188546534288,37,3
1893,LMI,5000,1,0.8093674430874249,37,3
1894,MINE,5000,1,0.7329260804311695,37,3
1895,KSG,5000,1,0.18879372953236312,37,3
1896,InfoNCE,5000,1,0.5424298411682812,50,5
1897,LMI,5000,1,0.6145674061527945,50,5
1898,MINE,5000,1,0.6254321941190153,50,5
1899,KSG,5000,1,0.13346047072357026,50,5
1900,InfoNCE,6000,1,1.0663323353244136,1,1
1901,LMI,6000,1,0.9907413866091174,1,1
1902,MINE,6000,1,1.0034618415270529,1,1
1903,KSG,6000,1,1.0032755440191863,1,1
1904,InfoNCE,6000,1,0.9520312896997842,13,1
1905,LMI,6000,1,0.9813560253550317,13,1
1906,MINE,6000,1,0.9271345652129315,13,1
1907,KSG,6000,1,0.5008126402987135,13,1
1908,InfoNCE,6000,1,0.8378747095018795,25,2
1909,LMI,6000,1,0.8338902570350762,25,2
1910,MINE,6000,1,0.8531053210796389,25,2
1911,KSG,6000,1,0.3123596973843708,25,2
1912,InfoNCE,6000,1,0.7996168248521459,37,3
1913,LMI,6000,1,0.8737959818651231,37,3
1914,MINE,6000,1,0.7943266385116059,37,3
1915,KSG,6000,1,0.21472492612259492,37,3
1916,InfoNCE,6000,1,0.6320919642997013,50,5
1917,LMI,6000,1,0.6231751794420591,50,5
1918,MINE,6000,1,0.6296286567913932,50,5
1919,KSG,6000,1,0.16717483969200345,50,5
1920,InfoNCE,7000,1,1.0074275894732982,1,1
1921,LMI,7000,1,1.0071791987114538,1,1
1922,MINE,7000,1,1.007229809424806,1,1
1923,KSG,7000,1,1.0323949243461932,1,1
1924,InfoNCE,7000,1,0.9430771849652629,13,1
1925,LMI,7000,1,0.9802672597133038,13,1
1926,MINE,7000,1,0.9391758445217656,13,1
1927,KSG,7000,1,0.49921397410639606,13,1
1928,InfoNCE,7000,1,0.8374144839281705,25,2
1929,LMI,7000,1,0.9228450465029582,25,2
1930,MINE,7000,1,0.8478598502283232,25,2
1931,KSG,7000,1,0.3485462211439037,25,2
1932,InfoNCE,7000,1,0.8300962781686564,37,3
1933,LMI,7000,1,0.7835131104227073,37,3
1934,MINE,7000,1,0.8652358593842708,37,3
1935,KSG,7000,1,0.21611874626378688,37,3
1936,InfoNCE,7000,1,0.7586636280980905,50,5
1937,LMI,7000,1,0.7298742037696763,50,5
1938,MINE,7000,1,0.6842873229753568,50,5
1939,KSG,7000,1,0.1691932966759283,50,5
1940,InfoNCE,8000,1,1.0028019440956921,1,1
1941,LMI,8000,1,1.0587606096904454,1,1
1942,MINE,8000,1,0.9928241986232356,1,1
1943,KSG,8000,1,1.03154025044035,1,1
1944,InfoNCE,8000,1,0.9598351744653351,13,1
1945,LMI,8000,1,0.9962425691224255,13,1
1946,MINE,8000,1,0.923923477138672,13,1
1947,KSG,8000,1,0.507185013903296,13,1
1948,InfoNCE,8000,1,0.8804933862468903,25,2
1949,LMI,8000,1,0.8670631387520259,25,2
1950,MINE,8000,1,0.8643095608267237,25,2
1951,KSG,8000,1,0.34875007659786955,25,2
1952,InfoNCE,8000,1,0.820571878963874,37,3
1953,LMI,8000,1,0.7839823892906641,37,3
1954,MINE,8000,1,0.8414376740798043,37,3
1955,KSG,8000,1,0.23136070360552674,37,3
1956,InfoNCE,8000,1,0.7001936543883562,50,5
1957,LMI,8000,1,0.6985092898804506,50,5
1958,MINE,8000,1,0.6026155138030228,50,5
1959,KSG,8000,1,0.18839038915487782,50,5
1960,InfoNCE,9000,1,1.0097913190267567,1,1
1961,LMI,9000,1,1.0286554609709833,1,1
1962,MINE,9000,1,0.9983563645535395,1,1
1963,KSG,9000,1,1.0356525391516191,1,1
1964,InfoNCE,9000,1,0.9267305779660547,13,1
1965,LMI,9000,1,0.944266289508673,13,1
1966,MINE,9000,1,0.8802854592219972,13,1
1967,KSG,9000,1,0.4970093732317466,13,1
1968,InfoNCE,9000,1,0.8636796743679387,25,2
1969,LMI,9000,1,0.8785299071372543,25,2
1970,MINE,9000,1,0.8241442165962708,25,2
1971,KSG,9000,1,0.34061244731354845,25,2
1972,InfoNCE,9000,1,0.8526707209209086,37,3
1973,LMI,9000,1,0.8723720334954898,37,3
1974,MINE,9000,1,0.7879312916566216,37,3
1975,KSG,9000,1,0.2075803016939618,37,3
1976,InfoNCE,9000,1,0.7677133551864915,50,5
1977,LMI,9000,1,0.7242254675297655,50,5
1978,MINE,9000,1,0.7543395542987723,50,5
1979,KSG,9000,1,0.17011110700847332,50,5
1980,InfoNCE,10000,1,0.9725632664903897,1,1
1981,LMI,10000,1,0.9741051156827379,1,1
1982,MINE,10000,1,0.9654321778550142,1,1
1983,KSG,10000,1,1.0056869973120477,1,1
1984,InfoNCE,10000,1,0.969244689259341,13,1
1985,LMI,10000,1,1.0212467245281465,13,1
1986,MINE,10000,1,0.9245485480832328,13,1
1987,KSG,10000,1,0.5156740363079504,13,1
1988,InfoNCE,10000,1,0.8598994957019742,25,2
1989,LMI,10000,1,0.9358692995138259,25,2
1990,MINE,10000,1,0.7743302156957872,25,2
1991,KSG,10000,1,0.35410653702621936,25,2
1992,InfoNCE,10000,1,0.819881196638009,37,3
1993,LMI,10000,1,0.8550513658171183,37,3
1994,MINE,10000,1,0.811265209795084,37,3
1995,KSG,10000,1,0.24257082269912666,37,3
1996,InfoNCE,10000,1,0.7760882223529069,50,5
1997,LMI,10000,1,0.6988236744507582,50,5
1998,MINE,10000,1,0.6579993448343494,50,5
1999,KSG,10000,1,0.19439454437679513,50,5
