,Estimate,Label MI,Dimension,Measure,Time
0,0.15653723295412153,1.0,1024,MINE,12.33162522315979
1,0.0,1.0,1024,InfoNCE,9.00989317893982
2,0.4802484845484467,1.0,1024,KSG,39.231064558029175
3,0.8345827015995985,1.0,1024,LMI,6.321167707443237
4,0.8696104096707606,1.0,1024,LMI-InfoNCE,1.5450589656829834
5,0.8586328917092001,1.0,1024,LMI-MINE,2.1970419883728027
6,0.20622929815514343,1.0,1024,MINE,7.8011603355407715
7,0.0,1.0,1024,InfoNCE,11.604390859603882
8,0.4801966216512382,1.0,1024,KSG,40.48867082595825
9,0.8552316499469976,1.0,1024,LMI,4.859394550323486
10,0.8660294499358393,1.0,1024,LMI-InfoNCE,1.6639041900634766
11,0.8892898960504341,1.0,1024,LMI-MINE,3.682575225830078
12,0.037872643511800815,1.0,1024,MINE,7.343812942504883
13,0.0,1.0,1024,InfoNCE,9.324147701263428
14,0.480156133418868,1.0,1024,KSG,41.32363939285278
15,0.8539350705356011,1.0,1024,LMI,6.853121757507324
16,0.8600436536607269,1.0,1024,LMI-InfoNCE,1.8693187236785889
17,0.8367362198472391,1.0,1024,LMI-MINE,2.807898998260498
18,0.04574996486927004,1.0,1024,MINE,13.197306871414185
19,0.044533187614415666,1.0,1024,InfoNCE,12.629281759262085
20,0.48041296625611724,1.0,1024,KSG,40.9873902797699
21,0.8074354889752077,1.0,1024,LMI,7.60973858833313
22,0.884508519207504,1.0,1024,LMI-InfoNCE,1.47273588180542
23,0.9172898628328832,1.0,1024,LMI-MINE,2.9061269760131836
24,0.12838986438331082,1.0,1024,MINE,12.298455715179443
25,0.0,1.0,1024,InfoNCE,12.870909452438354
26,0.48008747452764705,1.0,1024,KSG,40.49446511268616
27,0.8139775635161939,1.0,1024,LMI,8.83338475227356
28,0.8641094085283991,1.0,1024,LMI-InfoNCE,1.5531604290008545
29,0.828200036432772,1.0,1024,LMI-MINE,1.595677375793457
30,0.0,1.0,1024,MINE,7.169051885604858
31,0.0,1.0,1024,InfoNCE,12.158642053604126
32,0.48005065774458455,1.0,1024,KSG,43.34094572067261
33,0.8283768288888693,1.0,1024,LMI,6.955228328704834
34,0.9063798068241297,1.0,1024,LMI-InfoNCE,1.7042696475982666
