,Exclusive dimensions,Distribution,Estimate,Estimator
104,1,Gaussian mixture,0.47140303296617475,LMI-InfoNCE
105,1,Gaussian mixture,0.5132074950382525,MINE
106,1,Gaussian mixture,0.2904573714585768,InfoNCE
107,1,Gaussian mixture,0.45119687207247183,KSG
108,1,Circle,0.12592639859172786,LMI
109,1,Circle,0.3100638892646027,LMI-MINE
110,1,Circle,0.435954645999775,LMI-InfoNCE
111,1,Circle,0.4977989674081755,MINE
112,1,Circle,0.3647077852808789,InfoNCE
113,1,Circle,0.6084115067824045,KSG
114,1,Gaussian mixture,0.3735194229038439,LMI
115,1,Gaussian mixture,0.23280558382997862,LMI-MINE
116,1,Gaussian mixture,0.01708024541605626,LMI-InfoNCE
117,1,Gaussian mixture,0.3664460139331493,MINE
118,1,Gaussian mixture,0.22931478735443453,InfoNCE
119,1,Gaussian mixture,0.4573310982440819,KSG
120,2,Circle,0.029331575226497448,LMI
121,2,Circle,-0.022935365911024696,LMI-MINE
122,2,Circle,0.01023386029613222,LMI-InfoNCE
123,2,Circle,0.36268062577515897,MINE
124,2,Circle,0.0,InfoNCE
125,2,Circle,0.2626869378700113,KSG
126,2,Gaussian mixture,-0.025454137325618464,LMI
127,2,Gaussian mixture,0.0047187820535699405,LMI-MINE
128,2,Gaussian mixture,0.6509285557298509,LMI-InfoNCE
129,2,Gaussian mixture,0.379913803339565,MINE
130,2,Gaussian mixture,0.04373312432260188,InfoNCE
131,2,Gaussian mixture,0.36918810712499006,KSG
132,2,Circle,0.0520691780068978,LMI
133,2,Circle,-0.05087888503401819,LMI-MINE
134,2,Circle,0.05885358496648892,LMI-InfoNCE
135,2,Circle,0.3173769558848779,MINE
136,2,Circle,0.0,InfoNCE
137,2,Circle,0.28788913642719477,KSG
138,2,Gaussian mixture,-0.04366403697774062,LMI
139,2,Gaussian mixture,-0.046990423339532045,LMI-MINE
140,2,Gaussian mixture,0.393822777800061,LMI-InfoNCE
141,2,Gaussian mixture,0.3369886535107166,MINE
142,2,Gaussian mixture,0.20131188421034857,InfoNCE
143,2,Gaussian mixture,0.3327110750021343,KSG
144,2,Circle,0.02753267532422424,LMI
145,2,Circle,0.0658680783219205,LMI-MINE
146,2,Circle,0.020159315219392716,LMI-InfoNCE
147,2,Circle,0.33921961245770893,MINE
148,2,Circle,0.07990245166025745,InfoNCE
149,2,Circle,0.27653508034177876,KSG
150,2,Gaussian mixture,0.056882607656373874,LMI
