,Estimate,True MI,Regularizer,Alpha,Lambda,Time
125,0.05110238338304224,0.13131313131313133,models.AEInfoNCE,1,1,1.9467942714691162
126,0.05282880855498279,0.14141414141414144,models.AECross,1,0,1.9694633483886719
127,0.08969663011712627,0.14141414141414144,models.AECross,0,1,1.3877403736114502
128,0.056866731495612985,0.14141414141414144,models.AECross,1,1,1.9825522899627686
129,0.09322541008543017,0.14141414141414144,models.AEMINE,1,0,1.912367582321167
130,0.057932009594614545,0.14141414141414144,models.AEMINE,0,1,0.8976178169250488
131,0.10882669488756164,0.14141414141414144,models.AEMINE,1,1,1.895463228225708
132,0.1750581653509342,0.14141414141414144,models.AEInfoNCE,1,0,1.9617819786071777
133,0.040278796259336176,0.14141414141414144,models.AEInfoNCE,0,1,1.427304983139038
134,0.13162064423040962,0.14141414141414144,models.AEInfoNCE,1,1,1.9750118255615234
135,0.21976159700464326,0.15151515151515152,models.AECross,1,0,1.9674999713897705
136,0.1493552664421494,0.15151515151515152,models.AECross,0,1,1.573312759399414
137,0.21545094845546262,0.15151515151515152,models.AECross,1,1,1.9707310199737549
138,0.1714082676520619,0.15151515151515152,models.AEMINE,1,0,2.0566067695617676
139,0.08201306563164791,0.15151515151515152,models.AEMINE,0,1,1.3809833526611328
140,0.1775199439693243,0.15151515151515152,models.AEMINE,1,1,1.8820767402648926
141,0.19493732301281527,0.15151515151515152,models.AEInfoNCE,1,0,1.9622328281402588
142,0.05094592511125655,0.15151515151515152,models.AEInfoNCE,0,1,1.9876422882080078
143,0.09467019155712074,0.15151515151515152,models.AEInfoNCE,1,1,1.9652087688446045
144,0.18910802802295024,0.16161616161616163,models.AECross,1,0,1.9674031734466553
145,0.22107203286754457,0.16161616161616163,models.AECross,0,1,1.5278897285461426
146,0.30605907032274887,0.16161616161616163,models.AECross,1,1,1.9999566078186035
147,0.15776685027314707,0.16161616161616163,models.AEMINE,1,0,1.9110565185546875
148,0.13857842944255228,0.16161616161616163,models.AEMINE,0,1,1.883453607559204
149,0.1432818896016135,0.16161616161616163,models.AEMINE,1,1,1.8833613395690918
150,0.17691058920549899,0.16161616161616163,models.AEInfoNCE,1,0,1.6533470153808594
151,0.2002849082855144,0.16161616161616163,models.AEInfoNCE,0,1,1.2265448570251465
152,0.08830993270820015,0.16161616161616163,models.AEInfoNCE,1,1,1.496462106704712
153,0.1455614593465287,0.17171717171717174,models.AECross,1,0,1.5245513916015625
154,0.13216085771603944,0.17171717171717174,models.AECross,0,1,1.173572301864624
155,0.17513316400877077,0.17171717171717174,models.AECross,1,1,1.5046193599700928
156,0.09000847133296273,0.17171717171717174,models.AEMINE,1,0,1.350895643234253
157,0.10065176443309792,0.17171717171717174,models.AEMINE,0,1,1.1297755241394043
158,0.19300067527136106,0.17171717171717174,models.AEMINE,1,1,1.3264873027801514
159,0.06760629432355969,0.17171717171717174,models.AEInfoNCE,1,0,1.4923534393310547
160,0.11104950263013004,0.17171717171717174,models.AEInfoNCE,0,1,0.9466643333435059
161,0.1440257397389052,0.17171717171717174,models.AEInfoNCE,1,1,1.4939563274383545
162,0.13040040128743613,0.18181818181818182,models.AECross,1,0,1.5172533988952637
163,0.24697720490867814,0.18181818181818182,models.AECross,0,1,1.1009304523468018
164,0.18879340182363297,0.18181818181818182,models.AECross,1,1,1.5040266513824463
165,0.19935758317618532,0.18181818181818182,models.AEMINE,1,0,1.3496372699737549
166,0.11411173171064608,0.18181818181818182,models.AEMINE,0,1,0.8579990863800049
167,0.21863237393836785,0.18181818181818182,models.AEMINE,1,1,1.331620454788208
168,0.15399890981729755,0.18181818181818182,models.AEInfoNCE,1,0,1.4859964847564697
169,0.1456401845037291,0.18181818181818182,models.AEInfoNCE,0,1,1.173948049545288
170,0.16414390617682137,0.18181818181818182,models.AEInfoNCE,1,1,1.5172739028930664
171,0.19937712638926774,0.19191919191919193,models.AECross,1,0,1.5089588165283203
172,0.09624853208986207,0.19191919191919193,models.AECross,0,1,1.150740623474121
173,0.10674405834415407,0.19191919191919193,models.AECross,1,1,1.5013494491577148
174,0.24380559149824407,0.19191919191919193,models.AEMINE,1,0,1.3442580699920654
175,0.09898710316899857,0.19191919191919193,models.AEMINE,0,1,0.4439573287963867
176,0.14622054282871413,0.19191919191919193,models.AEMINE,1,1,1.324253797531128
177,0.13023662616441242,0.19191919191919193,models.AEInfoNCE,1,0,1.493520975112915
178,0.1421490574339021,0.19191919191919193,models.AEInfoNCE,0,1,1.3206443786621094
179,0.15117171590156384,0.19191919191919193,models.AEInfoNCE,1,1,1.4895291328430176
180,0.2350320667012944,0.20202020202020204,models.AECross,1,0,1.505023717880249
181,0.12338487935268745,0.20202020202020204,models.AECross,0,1,1.2532591819763184
182,0.18178429543900837,0.20202020202020204,models.AECross,1,1,1.500009298324585
183,0.24677334203067353,0.20202020202020204,models.AEMINE,1,0,1.3380322456359863
184,0.158935667600757,0.20202020202020204,models.AEMINE,0,1,1.3300511837005615
185,0.25554168354701634,0.20202020202020204,models.AEMINE,1,1,1.338670015335083
186,0.2381454714575536,0.20202020202020204,models.AEInfoNCE,1,0,1.4988806247711182
187,0.2238179113944401,0.20202020202020204,models.AEInfoNCE,0,1,1.4906444549560547
188,0.15856172456965942,0.20202020202020204,models.AEInfoNCE,1,1,1.4916541576385498
189,0.11213703382248497,0.21212121212121213,models.AECross,1,0,1.4988625049591064
190,0.1496798143741427,0.21212121212121213,models.AECross,0,1,1.148289442062378
191,0.19947440405792125,0.21212121212121213,models.AECross,1,1,1.501464605331421
192,0.22957196046934025,0.21212121212121213,models.AEMINE,1,0,1.3661744594573975
193,0.11652352925313042,0.21212121212121213,models.AEMINE,0,1,0.7417986392974854
194,0.23031164202152657,0.21212121212121213,models.AEMINE,1,1,1.3404152393341064
195,0.2638725231794941,0.21212121212121213,models.AEInfoNCE,1,0,1.4773056507110596
196,0.2227093775922875,0.21212121212121213,models.AEInfoNCE,0,1,1.4881532192230225
197,0.20852699657615067,0.21212121212121213,models.AEInfoNCE,1,1,1.5258488655090332
198,0.2522558833710049,0.22222222222222224,models.AECross,1,0,1.5263903141021729
199,0.19695153521879455,0.22222222222222224,models.AECross,0,1,1.3263161182403564
200,0.23250348087433065,0.22222222222222224,models.AECross,1,1,1.5211939811706543
201,0.28378498230425153,0.22222222222222224,models.AEMINE,1,0,1.3650710582733154
202,0.23651029953578342,0.22222222222222224,models.AEMINE,0,1,0.7689690589904785
203,0.28022489656226207,0.22222222222222224,models.AEMINE,1,1,1.341961145401001
204,0.28098903376480916,0.22222222222222224,models.AEInfoNCE,1,0,1.5094883441925049
205,0.19818738721629894,0.22222222222222224,models.AEInfoNCE,0,1,1.0495812892913818
206,0.18982661479395627,0.22222222222222224,models.AEInfoNCE,1,1,1.5225169658660889
207,0.3117087633246469,0.23232323232323235,models.AECross,1,0,1.5207366943359375
208,0.19193501642334826,0.23232323232323235,models.AECross,0,1,1.371349573135376
209,0.27259096521870846,0.23232323232323235,models.AECross,1,1,1.522047758102417
210,0.20311570460166609,0.23232323232323235,models.AEMINE,1,0,1.3721833229064941
211,0.1306684575066722,0.23232323232323235,models.AEMINE,0,1,1.3348939418792725
212,0.22573187343847728,0.23232323232323235,models.AEMINE,1,1,1.315488576889038
213,0.27845737128600456,0.23232323232323235,models.AEInfoNCE,1,0,1.5150327682495117
214,0.28940362184375784,0.23232323232323235,models.AEInfoNCE,0,1,1.5066304206848145
215,0.17840047983799895,0.23232323232323235,models.AEInfoNCE,1,1,1.520989179611206
216,0.12216918952506228,0.24242424242424243,models.AECross,1,0,1.528496265411377
217,0.1630413955072655,0.24242424242424243,models.AECross,0,1,1.2959661483764648
218,0.19748674678357042,0.24242424242424243,models.AECross,1,1,1.5190234184265137
219,0.2745359762118091,0.24242424242424243,models.AEMINE,1,0,1.3516716957092285
220,0.12632448748871164,0.24242424242424243,models.AEMINE,0,1,0.537229061126709
221,0.11551798088072474,0.24242424242424243,models.AEMINE,1,1,1.3312427997589111
222,0.19160086505862187,0.24242424242424243,models.AEInfoNCE,1,0,1.498845100402832
223,0.07482047582271872,0.24242424242424243,models.AEInfoNCE,0,1,0.5512654781341553
224,0.15753629998649252,0.24242424242424243,models.AEInfoNCE,1,1,1.5127513408660889
225,0.2620110512407758,0.25252525252525254,models.AECross,1,0,1.5259535312652588
226,0.17425231134494704,0.25252525252525254,models.AECross,0,1,1.2640931606292725
227,0.1839567532817271,0.25252525252525254,models.AECross,1,1,1.5126230716705322
228,0.16197814391030552,0.25252525252525254,models.AEMINE,1,0,1.36521315574646
229,0.19293397870911394,0.25252525252525254,models.AEMINE,0,1,0.7484869956970215
230,0.16645465238765436,0.25252525252525254,models.AEMINE,1,1,1.3034098148345947
231,0.12171200349377,0.25252525252525254,models.AEInfoNCE,1,0,1.6632325649261475
232,0.17636098769179265,0.25252525252525254,models.AEInfoNCE,0,1,1.4413564205169678
233,0.23664246626554017,0.25252525252525254,models.AEInfoNCE,1,1,1.5110793113708496
234,0.30428759456681903,0.26262626262626265,models.AECross,1,0,1.5182952880859375
235,0.12578902814115173,0.26262626262626265,models.AECross,0,1,1.3879978656768799
236,0.17635706479372548,0.26262626262626265,models.AECross,1,1,1.5103070735931396
237,0.27532394305674784,0.26262626262626265,models.AEMINE,1,0,1.3595118522644043
238,0.37959595392372275,0.26262626262626265,models.AEMINE,0,1,0.9792511463165283
239,0.2722483353271351,0.26262626262626265,models.AEMINE,1,1,1.3468928337097168
240,0.21234226099252054,0.26262626262626265,models.AEInfoNCE,1,0,1.5132560729980469
241,0.28150555033415203,0.26262626262626265,models.AEInfoNCE,0,1,1.221602201461792
242,0.3007109571089082,0.26262626262626265,models.AEInfoNCE,1,1,1.5189313888549805
243,0.3755290581774623,0.27272727272727276,models.AECross,1,0,1.5286338329315186
244,0.19538334372255275,0.27272727272727276,models.AECross,0,1,1.4046285152435303
245,0.18791165810208493,0.27272727272727276,models.AECross,1,1,1.5213861465454102
246,0.25265188319328596,0.27272727272727276,models.AEMINE,1,0,1.369119644165039
247,0.25142025050750016,0.27272727272727276,models.AEMINE,0,1,0.9954638481140137
248,0.2545513915556085,0.27272727272727276,models.AEMINE,1,1,1.3273534774780273
249,0.21644815683002275,0.27272727272727276,models.AEInfoNCE,1,0,1.5137646198272705
250,0.18597387027350396,0.27272727272727276,models.AEInfoNCE,0,1,1.1709873676300049
251,0.31770455505998135,0.27272727272727276,models.AEInfoNCE,1,1,1.5198760032653809
252,0.32382911823559435,0.2828282828282829,models.AECross,1,0,1.5165736675262451
253,0.1534715842523756,0.2828282828282829,models.AECross,0,1,1.3759832382202148
254,0.20928294710812032,0.2828282828282829,models.AECross,1,1,1.5197103023529053
255,0.30754990844565805,0.2828282828282829,models.AEMINE,1,0,1.3485746383666992
256,0.1879058060499277,0.2828282828282829,models.AEMINE,0,1,0.9718348979949951
257,0.22388106912823902,0.2828282828282829,models.AEMINE,1,1,1.3135130405426025
258,0.26116655003372774,0.2828282828282829,models.AEInfoNCE,1,0,1.5026705265045166
259,0.24820667389365694,0.2828282828282829,models.AEInfoNCE,0,1,1.3451573848724365
260,0.2572607424202974,0.2828282828282829,models.AEInfoNCE,1,1,1.5096416473388672
261,0.1601338446442988,0.29292929292929293,models.AECross,1,0,1.513963222503662
262,0.22752761435309474,0.29292929292929293,models.AECross,0,1,1.341212511062622
263,0.23005289540609256,0.29292929292929293,models.AECross,1,1,1.5053637027740479
264,0.16492769622546372,0.29292929292929293,models.AEMINE,1,0,1.3535513877868652
265,0.25151450474572973,0.29292929292929293,models.AEMINE,0,1,1.0114595890045166
266,0.19970988544044668,0.29292929292929293,models.AEMINE,1,1,1.3285691738128662
267,0.18457962832624286,0.29292929292929293,models.AEInfoNCE,1,0,1.5080015659332275
268,0.2571387995548116,0.29292929292929293,models.AEInfoNCE,0,1,1.510671615600586
269,0.2857830368603711,0.29292929292929293,models.AEInfoNCE,1,1,1.5138261318206787
270,0.24377801422910778,0.30303030303030304,models.AECross,1,0,1.502467393875122
271,0.22785013559550038,0.30303030303030304,models.AECross,0,1,1.4281439781188965
272,0.3138478648653484,0.30303030303030304,models.AECross,1,1,1.5106377601623535
273,0.35736155029688366,0.30303030303030304,models.AEMINE,1,0,1.374471664428711
274,0.29764690133229793,0.30303030303030304,models.AEMINE,0,1,0.9793422222137451
275,0.27858914023237197,0.30303030303030304,models.AEMINE,1,1,1.3317499160766602
276,0.24015208408680075,0.30303030303030304,models.AEInfoNCE,1,0,1.506434679031372
277,0.2507641448031301,0.30303030303030304,models.AEInfoNCE,0,1,1.1954693794250488
278,0.3081392343447973,0.30303030303030304,models.AEInfoNCE,1,1,1.5127341747283936
279,0.26362162048206006,0.31313131313131315,models.AECross,1,0,1.519566297531128
280,0.20116746680995753,0.31313131313131315,models.AECross,0,1,1.4163284301757812
281,0.21587637648801689,0.31313131313131315,models.AECross,1,1,1.4969727993011475
282,0.23077585310638596,0.31313131313131315,models.AEMINE,1,0,1.3440732955932617
283,0.20411106672466073,0.31313131313131315,models.AEMINE,0,1,0.8107919692993164
284,0.2783134726952694,0.31313131313131315,models.AEMINE,1,1,1.31402587890625
285,0.2985367209111681,0.31313131313131315,models.AEInfoNCE,1,0,1.4714295864105225
286,0.3178823712548773,0.31313131313131315,models.AEInfoNCE,0,1,1.4152390956878662
287,0.20947224890221566,0.31313131313131315,models.AEInfoNCE,1,1,1.527496337890625
288,0.30552436100251734,0.32323232323232326,models.AECross,1,0,1.5175483226776123
289,0.2572191465718156,0.32323232323232326,models.AECross,0,1,1.3550615310668945
290,0.4222900329944391,0.32323232323232326,models.AECross,1,1,1.5046091079711914
291,0.4149546347326446,0.32323232323232326,models.AEMINE,1,0,1.3398842811584473
292,0.23467804525684496,0.32323232323232326,models.AEMINE,0,1,1.322242259979248
293,0.30423533403400654,0.32323232323232326,models.AEMINE,1,1,1.3335363864898682
294,0.27769618274257496,0.32323232323232326,models.AEInfoNCE,1,0,1.5045890808105469
295,0.30508158264727003,0.32323232323232326,models.AEInfoNCE,0,1,1.1687126159667969
296,0.3077605100707192,0.32323232323232326,models.AEInfoNCE,1,1,1.5096898078918457
297,0.39003523602082935,0.33333333333333337,models.AECross,1,0,1.514070749282837
298,0.1989781563261389,0.33333333333333337,models.AECross,0,1,1.4763624668121338
299,0.25575265590623364,0.33333333333333337,models.AECross,1,1,1.5090792179107666
300,0.3769858035468287,0.33333333333333337,models.AEMINE,1,0,1.3369710445404053
301,0.3351453752165474,0.33333333333333337,models.AEMINE,0,1,1.3221590518951416
302,0.2308275333384234,0.33333333333333337,models.AEMINE,1,1,1.3237409591674805
303,0.2813714129547668,0.33333333333333337,models.AEInfoNCE,1,0,1.503183364868164
304,0.2776898845620975,0.33333333333333337,models.AEInfoNCE,0,1,1.1913247108459473
305,0.31449926447881094,0.33333333333333337,models.AEInfoNCE,1,1,1.4900968074798584
306,0.381409006992654,0.3434343434343435,models.AECross,1,0,1.5178797245025635
307,0.3765789672335624,0.3434343434343435,models.AECross,0,1,1.3300085067749023
308,0.3361867430856083,0.3434343434343435,models.AECross,1,1,1.5139222145080566
309,0.33553816682757753,0.3434343434343435,models.AEMINE,1,0,1.3370535373687744
310,0.350428266631851,0.3434343434343435,models.AEMINE,0,1,1.0597038269042969
311,0.3527174518946035,0.3434343434343435,models.AEMINE,1,1,1.3284366130828857
312,0.2887366451199709,0.3434343434343435,models.AEInfoNCE,1,0,1.5160250663757324
313,0.28020825648653397,0.3434343434343435,models.AEInfoNCE,0,1,1.0951018333435059
314,0.26435309042890787,0.3434343434343435,models.AEInfoNCE,1,1,1.5207130908966064
315,0.3415770865058958,0.3535353535353536,models.AECross,1,0,1.516089916229248
316,0.3041974352193388,0.3535353535353536,models.AECross,0,1,1.4102201461791992
317,0.38193173869602115,0.3535353535353536,models.AECross,1,1,1.5186684131622314
318,0.4543250316830517,0.3535353535353536,models.AEMINE,1,0,1.3611159324645996
319,0.3461687393397608,0.3535353535353536,models.AEMINE,0,1,1.3192963600158691
320,0.2696093496728016,0.3535353535353536,models.AEMINE,1,1,1.3317749500274658
321,0.32140214185346777,0.3535353535353536,models.AEInfoNCE,1,0,1.5085887908935547
322,0.27207252132242044,0.3535353535353536,models.AEInfoNCE,0,1,1.2345263957977295
323,0.29995411564103047,0.3535353535353536,models.AEInfoNCE,1,1,1.506502628326416
324,0.4885926319995912,0.36363636363636365,models.AECross,1,0,1.5194032192230225
325,0.3244312702402234,0.36363636363636365,models.AECross,0,1,1.6439297199249268
326,0.4288808308049065,0.36363636363636365,models.AECross,1,1,1.5021867752075195
327,0.36710023036195943,0.36363636363636365,models.AEMINE,1,0,1.342963457107544
328,0.29361826400231633,0.36363636363636365,models.AEMINE,0,1,1.341874361038208
329,0.4221954693148428,0.36363636363636365,models.AEMINE,1,1,1.3315057754516602
330,0.41700658404617996,0.36363636363636365,models.AEInfoNCE,1,0,1.4925906658172607
331,0.38096488319208505,0.36363636363636365,models.AEInfoNCE,0,1,1.4817330837249756
332,0.40737824925809635,0.36363636363636365,models.AEInfoNCE,1,1,1.501335859298706
333,0.38504117547979727,0.37373737373737376,models.AECross,1,0,1.5154941082000732
334,0.3471681979632425,0.37373737373737376,models.AECross,0,1,1.3829562664031982
335,0.32974346871035276,0.37373737373737376,models.AECross,1,1,1.5023388862609863
336,0.3107345988109891,0.37373737373737376,models.AEMINE,1,0,1.3518190383911133
337,0.2989040386541144,0.37373737373737376,models.AEMINE,0,1,1.2145895957946777
