,True MI,Ambient dimensions,Intrinsic dimensions,Estimator,Estimate
209,0.8888888888888888,40,1,LMI-MINE,0.8843826187577645
210,1.1111111111111112,40,1,InfoNCE,0.0
211,1.1111111111111112,40,1,MINE,0.8148869924396038
212,1.1111111111111112,40,1,KSG,0.19358019903599513
213,1.1111111111111112,40,1,LMI,1.0509835706958615
214,1.1111111111111112,40,1,LMI-InfoNCE,1.0040620475058901
215,1.1111111111111112,40,1,LMI-MINE,1.0657360681907349
216,1.3333333333333333,40,1,InfoNCE,0.18041186454689662
217,1.3333333333333333,40,1,MINE,0.0
218,1.3333333333333333,40,1,KSG,0.1200616714571334
219,1.3333333333333333,40,1,LMI,1.186792496283882
220,1.3333333333333333,40,1,LMI-InfoNCE,1.2281081313274511
221,1.3333333333333333,40,1,LMI-MINE,1.3171296497554645
222,1.5555555555555554,40,1,InfoNCE,0.055586856550670104
223,1.5555555555555554,40,1,MINE,0.9663108372182724
224,1.5555555555555554,40,1,KSG,0.20076675798842564
225,1.5555555555555554,40,1,LMI,1.3952384266226714
226,1.5555555555555554,40,1,LMI-InfoNCE,1.5156446597932973
227,1.5555555555555554,40,1,LMI-MINE,1.5261678048764729
228,1.7777777777777777,40,1,InfoNCE,0.3868722213934742
229,1.7777777777777777,40,1,MINE,0.0
230,1.7777777777777777,40,1,KSG,0.2174579095367328
231,1.7777777777777777,40,1,LMI,1.6552120975709745
232,1.7777777777777777,40,1,LMI-InfoNCE,1.799567231779874
233,1.7777777777777777,40,1,LMI-MINE,1.8587180841209086
234,2.0,40,1,InfoNCE,0.3368424682574832
235,2.0,40,1,MINE,1.5636475155357121
236,2.0,40,1,KSG,0.18430407039480295
237,2.0,40,1,LMI,1.8920391294029864
238,2.0,40,1,LMI-InfoNCE,1.9292896308248095
239,2.0,40,1,LMI-MINE,2.0083213107630704
240,0.0,50,1,InfoNCE,0.0
241,0.0,50,1,MINE,0.0
242,0.0,50,1,KSG,-0.00856147575029969
243,0.0,50,1,LMI,-0.021801955701940115
244,0.0,50,1,LMI-InfoNCE,-0.004028784483573815
245,0.0,50,1,LMI-MINE,0.047038557342307837
246,0.2222222222222222,50,1,InfoNCE,0.0
247,0.2222222222222222,50,1,MINE,0.0
248,0.2222222222222222,50,1,KSG,0.037441679767066596
249,0.2222222222222222,50,1,LMI,0.2664140227163075
250,0.2222222222222222,50,1,LMI-InfoNCE,0.34202305626468255
251,0.2222222222222222,50,1,LMI-MINE,0.23713601815176588
252,0.4444444444444444,50,1,InfoNCE,0.0
253,0.4444444444444444,50,1,MINE,0.0
254,0.4444444444444444,50,1,KSG,0.12068546621548754
255,0.4444444444444444,50,1,LMI,0.3740408572562367
256,0.4444444444444444,50,1,LMI-InfoNCE,0.3892170690654556
257,0.4444444444444444,50,1,LMI-MINE,0.45289769453863993
258,0.6666666666666666,50,1,InfoNCE,0.0
259,0.6666666666666666,50,1,MINE,0.6062409080832108
260,0.6666666666666666,50,1,KSG,0.11826016980450721
261,0.6666666666666666,50,1,LMI,0.5535478095886768
262,0.6666666666666666,50,1,LMI-InfoNCE,0.6542323659957544
263,0.6666666666666666,50,1,LMI-MINE,0.6759934227807407
264,0.8888888888888888,50,1,InfoNCE,0.0
265,0.8888888888888888,50,1,MINE,0.0
266,0.8888888888888888,50,1,KSG,0.11028969258019858
267,0.8888888888888888,50,1,LMI,0.7405501180926016
268,0.8888888888888888,50,1,LMI-InfoNCE,0.8428942557503071
269,0.8888888888888888,50,1,LMI-MINE,0.865115002880884
270,1.1111111111111112,50,1,InfoNCE,0.0
271,1.1111111111111112,50,1,MINE,0.0
272,1.1111111111111112,50,1,KSG,0.12946533316400444
273,1.1111111111111112,50,1,LMI,0.9132821184136021
274,1.1111111111111112,50,1,LMI-InfoNCE,1.1125642942384357
275,1.1111111111111112,50,1,LMI-MINE,1.0717368654266135
276,1.3333333333333333,50,1,InfoNCE,0.0
277,1.3333333333333333,50,1,MINE,0.7740727576674455
278,1.3333333333333333,50,1,KSG,0.10850286493351602
279,1.3333333333333333,50,1,LMI,1.2221761958372865
280,1.3333333333333333,50,1,LMI-InfoNCE,1.2466127542121552
281,1.3333333333333333,50,1,LMI-MINE,1.2958555839665569
282,1.5555555555555554,50,1,InfoNCE,0.1556518662674798
283,1.5555555555555554,50,1,MINE,0.9515650447332952
284,1.5555555555555554,50,1,KSG,0.11474612973352924
285,1.5555555555555554,50,1,LMI,1.3770296629653311
286,1.5555555555555554,50,1,LMI-InfoNCE,1.571812285097884
287,1.5555555555555554,50,1,LMI-MINE,1.5072674577577474
288,1.7777777777777777,50,1,InfoNCE,0.11036401878107811
289,1.7777777777777777,50,1,MINE,1.1738288013763307
290,1.7777777777777777,50,1,KSG,0.16479169976632302
291,1.7777777777777777,50,1,LMI,1.6514607454679573
292,1.7777777777777777,50,1,LMI-InfoNCE,1.5794586409669098
293,1.7777777777777777,50,1,LMI-MINE,1.645046894917426
294,2.0,50,1,InfoNCE,0.5887922362572737
295,2.0,50,1,MINE,1.5452706533430685
296,2.0,50,1,KSG,0.11750451310178256
297,2.0,50,1,LMI,1.7779946858311018
298,2.0,50,1,LMI-InfoNCE,1.9482298883226776
299,2.0,50,1,LMI-MINE,1.9992343419552692
300,0.0,100,1,InfoNCE,0.0
301,0.0,100,1,MINE,0.0
302,0.0,100,1,KSG,-0.013511187959698169
303,0.0,100,1,LMI,0.03464543773025838
304,0.0,100,1,LMI-InfoNCE,-0.025362871276773703
305,0.0,100,1,LMI-MINE,-0.021372162523264352
306,0.2222222222222222,100,1,InfoNCE,0.0
307,0.2222222222222222,100,1,MINE,0.0
308,0.2222222222222222,100,1,KSG,0.05710564984365212
309,0.2222222222222222,100,1,LMI,0.21667058943269957
310,0.2222222222222222,100,1,LMI-InfoNCE,0.26107085167535493
311,0.2222222222222222,100,1,LMI-MINE,0.17710504494754134
312,0.4444444444444444,100,1,InfoNCE,0.0
313,0.4444444444444444,100,1,MINE,0.0
314,0.4444444444444444,100,1,KSG,0.07921534859615113
315,0.4444444444444444,100,1,LMI,0.42368370445026776
316,0.4444444444444444,100,1,LMI-InfoNCE,0.46421778775939904
317,0.4444444444444444,100,1,LMI-MINE,0.5255747150852855
318,0.6666666666666666,100,1,InfoNCE,0.0
319,0.6666666666666666,100,1,MINE,0.22352602330904325
320,0.6666666666666666,100,1,KSG,0.019330000144289195
321,0.6666666666666666,100,1,LMI,0.6851736266356261
322,0.6666666666666666,100,1,LMI-InfoNCE,0.6959101361112219
323,0.6666666666666666,100,1,LMI-MINE,0.6549614970717896
324,0.8888888888888888,100,1,InfoNCE,0.0
325,0.8888888888888888,100,1,MINE,0.0
326,0.8888888888888888,100,1,KSG,0.011398268349612417
327,0.8888888888888888,100,1,LMI,0.826363269207088
328,0.8888888888888888,100,1,LMI-InfoNCE,0.9027743883675337
329,0.8888888888888888,100,1,LMI-MINE,0.9363307149969308
330,1.1111111111111112,100,1,InfoNCE,0.0
331,1.1111111111111112,100,1,MINE,0.7447716434833217
332,1.1111111111111112,100,1,KSG,0.05955078306961291
333,1.1111111111111112,100,1,LMI,1.119789263815659
334,1.1111111111111112,100,1,LMI-InfoNCE,1.1429924215673688
335,1.1111111111111112,100,1,LMI-MINE,1.1053153332684396
336,1.3333333333333333,100,1,InfoNCE,0.0
337,1.3333333333333333,100,1,MINE,0.609339691486457
338,1.3333333333333333,100,1,KSG,0.07786397255750208
339,1.3333333333333333,100,1,LMI,1.1234666503307251
340,1.3333333333333333,100,1,LMI-InfoNCE,1.2647265968517059
341,1.3333333333333333,100,1,LMI-MINE,1.2402422700249207
342,1.5555555555555554,100,1,InfoNCE,0.0
343,1.5555555555555554,100,1,MINE,0.9896021036593208
344,1.5555555555555554,100,1,KSG,0.03096749419846928
345,1.5555555555555554,100,1,LMI,1.3522895418780976
346,1.5555555555555554,100,1,LMI-InfoNCE,1.504004073649051
347,1.5555555555555554,100,1,LMI-MINE,1.5442737258140997
348,1.7777777777777777,100,1,InfoNCE,0.0
349,1.7777777777777777,100,1,MINE,0.0
350,1.7777777777777777,100,1,KSG,0.03127831563965554
351,1.7777777777777777,100,1,LMI,1.6584956929698784
352,1.7777777777777777,100,1,LMI-InfoNCE,1.6822636961800908
353,1.7777777777777777,100,1,LMI-MINE,1.722447936169436
354,2.0,100,1,InfoNCE,0.0
355,2.0,100,1,MINE,0.7496139010096895
356,2.0,100,1,KSG,0.11212106029318489
357,2.0,100,1,LMI,1.7975881711113892
358,2.0,100,1,LMI-InfoNCE,1.9048377638738665
359,2.0,100,1,LMI-MINE,2.0179160209640816
360,0.0,200,1,InfoNCE,0.0
361,0.0,200,1,MINE,0.0
362,0.0,200,1,KSG,-0.02341316199179902
363,0.0,200,1,LMI,0.030706012015622564
364,0.0,200,1,LMI-InfoNCE,0.04920957251542788
365,0.0,200,1,LMI-MINE,0.012713313417118675
366,0.2222222222222222,200,1,InfoNCE,0.0
367,0.2222222222222222,200,1,MINE,0.0
368,0.2222222222222222,200,1,KSG,-0.02594687264138352
369,0.2222222222222222,200,1,LMI,0.22992713129917103
370,0.2222222222222222,200,1,LMI-InfoNCE,0.17687695311430582
371,0.2222222222222222,200,1,LMI-MINE,0.21230055241819457
372,0.4444444444444444,200,1,InfoNCE,0.0
373,0.4444444444444444,200,1,MINE,0.0
374,0.4444444444444444,200,1,KSG,0.02340489192819991
375,0.4444444444444444,200,1,LMI,0.43703941867522145
376,0.4444444444444444,200,1,LMI-InfoNCE,0.42896462254670087
377,0.4444444444444444,200,1,LMI-MINE,0.3915388728090948
378,0.6666666666666666,200,1,InfoNCE,0.0
379,0.6666666666666666,200,1,MINE,0.0
380,0.6666666666666666,200,1,KSG,0.023705507819295583
381,0.6666666666666666,200,1,LMI,0.7416570549509609
382,0.6666666666666666,200,1,LMI-InfoNCE,0.6708724787507401
383,0.6666666666666666,200,1,LMI-MINE,0.6891371810269923
384,0.8888888888888888,200,1,InfoNCE,0.0
385,0.8888888888888888,200,1,MINE,0.0
386,0.8888888888888888,200,1,KSG,-0.025470750757365244
387,0.8888888888888888,200,1,LMI,0.8131687428134894
388,0.8888888888888888,200,1,LMI-InfoNCE,0.8612768392120974
389,0.8888888888888888,200,1,LMI-MINE,0.8553281748761251
390,1.1111111111111112,200,1,InfoNCE,0.0
391,1.1111111111111112,200,1,MINE,0.0
392,1.1111111111111112,200,1,KSG,0.06734971247696965
393,1.1111111111111112,200,1,LMI,1.0666718793232504
394,1.1111111111111112,200,1,LMI-InfoNCE,1.1262175025297703
395,1.1111111111111112,200,1,LMI-MINE,1.1210239470363477
396,1.3333333333333333,200,1,InfoNCE,0.0
397,1.3333333333333333,200,1,MINE,0.0
398,1.3333333333333333,200,1,KSG,0.010560659098467621
399,1.3333333333333333,200,1,LMI,1.1871480589861474
400,1.3333333333333333,200,1,LMI-InfoNCE,1.3792997447900335
401,1.3333333333333333,200,1,LMI-MINE,1.3245868885877312
402,1.5555555555555554,200,1,InfoNCE,0.0
403,1.5555555555555554,200,1,MINE,0.9040747014286189
404,1.5555555555555554,200,1,KSG,0.025127041224064995
405,1.5555555555555554,200,1,LMI,1.292745172864764
406,1.5555555555555554,200,1,LMI-InfoNCE,1.4941357183461068
407,1.5555555555555554,200,1,LMI-MINE,1.4290375306255894
408,1.7777777777777777,200,1,InfoNCE,0.0
409,1.7777777777777777,200,1,MINE,0.0
410,1.7777777777777777,200,1,KSG,0.09828487956321164
411,1.7777777777777777,200,1,LMI,1.5787723602820596
412,1.7777777777777777,200,1,LMI-InfoNCE,1.6695778493628828
413,1.7777777777777777,200,1,LMI-MINE,1.6940744446947968
414,2.0,200,1,InfoNCE,0.0
415,2.0,200,1,MINE,1.4945460902975916
416,2.0,200,1,KSG,0.058130407575810616
417,2.0,200,1,LMI,1.6933397615168626
418,2.0,200,1,LMI-InfoNCE,1.9282678352279856
419,2.0,200,1,LMI-MINE,1.945984606179251
420,0.0,300,1,InfoNCE,0.0
421,0.0,300,1,MINE,6.879306034512345e-07
422,0.0,300,1,KSG,-0.003297660353727842
423,0.0,300,1,LMI,-0.01723505060858209
424,0.0,300,1,LMI-InfoNCE,0.030371996946968863
425,0.0,300,1,LMI-MINE,0.03580244002719657
426,0.2222222222222222,300,1,InfoNCE,0.0
427,0.2222222222222222,300,1,MINE,6.879306034512345e-07
428,0.2222222222222222,300,1,KSG,-0.0016466410984865413
429,0.2222222222222222,300,1,LMI,0.18252647557698407
430,0.2222222222222222,300,1,LMI-InfoNCE,0.2135583591645799
431,0.2222222222222222,300,1,LMI-MINE,0.25164690158882397
432,0.4444444444444444,300,1,InfoNCE,0.0
433,0.4444444444444444,300,1,MINE,1.0318959051768519e-06
434,0.4444444444444444,300,1,KSG,-0.04505701381116802
435,0.4444444444444444,300,1,LMI,0.5279409966142486
436,0.4444444444444444,300,1,LMI-InfoNCE,0.36153144158405903
437,0.4444444444444444,300,1,LMI-MINE,0.4619832831217051
438,0.6666666666666666,300,1,InfoNCE,0.0
439,0.6666666666666666,300,1,MINE,0.0
440,0.6666666666666666,300,1,KSG,-0.01430251499666744
441,0.6666666666666666,300,1,LMI,0.5935515635684638
442,0.6666666666666666,300,1,LMI-InfoNCE,0.5853924225389322
443,0.6666666666666666,300,1,LMI-MINE,0.6650703713986095
444,0.8888888888888888,300,1,InfoNCE,0.0
445,0.8888888888888888,300,1,MINE,0.0
446,0.8888888888888888,300,1,KSG,0.024691566425541663
447,0.8888888888888888,300,1,LMI,0.8491464575946865
448,0.8888888888888888,300,1,LMI-InfoNCE,0.8678437171264688
449,0.8888888888888888,300,1,LMI-MINE,0.8596780806100291
450,1.1111111111111112,300,1,InfoNCE,0.0
451,1.1111111111111112,300,1,MINE,0.0
452,1.1111111111111112,300,1,KSG,0.04194086722649597
453,1.1111111111111112,300,1,LMI,1.036507984144841
454,1.1111111111111112,300,1,LMI-InfoNCE,1.0538937948490457
455,1.1111111111111112,300,1,LMI-MINE,1.055058923335377
456,1.3333333333333333,300,1,InfoNCE,0.0
457,1.3333333333333333,300,1,MINE,0.0
458,1.3333333333333333,300,1,KSG,0.008420945223629467
459,1.3333333333333333,300,1,LMI,1.1846074607128052
460,1.3333333333333333,300,1,LMI-InfoNCE,1.3352813918446391
461,1.3333333333333333,300,1,LMI-MINE,1.2820923238292832
462,1.5555555555555554,300,1,InfoNCE,0.0
463,1.5555555555555554,300,1,MINE,0.00033192651616522067
464,1.5555555555555554,300,1,KSG,0.04374333055293691
465,1.5555555555555554,300,1,LMI,1.3431572510081347
466,1.5555555555555554,300,1,LMI-InfoNCE,1.4515725212905102
467,1.5555555555555554,300,1,LMI-MINE,1.588673169425784
468,1.7777777777777777,300,1,InfoNCE,0.0
469,1.7777777777777777,300,1,MINE,0.0
470,1.7777777777777777,300,1,KSG,0.047284602344396374
471,1.7777777777777777,300,1,LMI,1.4875337275099088
472,1.7777777777777777,300,1,LMI-InfoNCE,1.7054892067016296
473,1.7777777777777777,300,1,LMI-MINE,1.7913480579544403
474,2.0,300,1,InfoNCE,0.0
475,2.0,300,1,MINE,0.0
476,2.0,300,1,KSG,0.015562610372890844
477,2.0,300,1,LMI,1.6901643365938452
478,2.0,300,1,LMI-InfoNCE,1.9304606590253652
479,2.0,300,1,LMI-MINE,1.9239858020164124
480,0.0,400,1,InfoNCE,0.0
481,0.0,400,1,MINE,0.0
482,0.0,400,1,KSG,0.003684354179925739
483,0.0,400,1,LMI,-0.01877538118695197
484,0.0,400,1,LMI-InfoNCE,-0.042209080271862424
485,0.0,400,1,LMI-MINE,-0.06313607841114338
486,0.2222222222222222,400,1,InfoNCE,0.0
487,0.2222222222222222,400,1,MINE,2.149783135785108e-08
488,0.2222222222222222,400,1,KSG,-0.024156969997106606
