,True MI,Ambient dimensions,Intrinsic dimensions,Estimator,Estimate,Transformation
497,2.0,1000,7,MINE,0.0014429344407389645,Asinh
498,2.0,1000,7,KSG,-0.008180779952856763,Asinh
499,2.0,1000,7,LMI,0.8259916683282935,Asinh
500,0.0,1000,8,InfoNCE,0.0,Asinh
501,0.0,1000,8,MINE,4.299566271570216e-07,Asinh
502,0.0,1000,8,KSG,-0.014133407054211915,Asinh
503,0.0,1000,8,LMI,-0.029854104530610947,Asinh
504,0.5,1000,8,InfoNCE,0.0007230150642272476,Asinh
505,0.5,1000,8,MINE,0.000166737180011493,Asinh
506,0.5,1000,8,KSG,0.001661899160329554,Asinh
507,0.5,1000,8,LMI,0.14779322562377342,Asinh
508,1.0,1000,8,InfoNCE,1.4446542672475926e-05,Asinh
509,1.0,1000,8,MINE,0.0,Asinh
510,1.0,1000,8,KSG,0.03333659770127565,Asinh
511,1.0,1000,8,LMI,0.43467230624199893,Asinh
512,1.5,1000,8,InfoNCE,9.424649267281913e-05,Asinh
513,1.5,1000,8,MINE,0.0,Asinh
514,1.5,1000,8,KSG,0.019948178108889093,Asinh
515,1.5,1000,8,LMI,0.621630219339376,Asinh
516,2.0,1000,8,InfoNCE,0.00016028783060413764,Asinh
517,2.0,1000,8,MINE,0.0007473506093243349,Asinh
518,2.0,1000,8,KSG,-0.01622855293686972,Asinh
519,2.0,1000,8,LMI,0.8985086216548499,Asinh
520,0.0,1000,9,InfoNCE,0.00045884971250197343,Asinh
521,0.0,1000,9,MINE,1.7198265086280863e-07,Asinh
522,0.0,1000,9,KSG,-0.025553534180638444,Asinh
523,0.0,1000,9,LMI,0.047584236390186545,Asinh
524,0.5,1000,9,InfoNCE,0.0,Asinh
525,0.5,1000,9,MINE,0.0,Asinh
526,0.5,1000,9,KSG,0.016831411883065906,Asinh
527,0.5,1000,9,LMI,0.18251421932458653,Asinh
528,1.0,1000,9,InfoNCE,6.879306034512345e-07,Asinh
529,1.0,1000,9,MINE,0.0028865138164186647,Asinh
530,1.0,1000,9,KSG,0.007790670157598649,Asinh
531,1.0,1000,9,LMI,0.25619832472982407,Asinh
532,1.5,1000,9,InfoNCE,0.0,Asinh
533,1.5,1000,9,MINE,0.0014434503886915529,Asinh
534,1.5,1000,9,KSG,-0.02384899395688466,Asinh
535,1.5,1000,9,LMI,0.490484893735578,Asinh
536,2.0,1000,9,InfoNCE,0.0,Asinh
537,2.0,1000,9,MINE,5.159479525884259e-07,Asinh
538,2.0,1000,9,KSG,-0.024409317375672687,Asinh
539,2.0,1000,9,LMI,0.6344560922526512,Asinh
540,0.0,1000,1,InfoNCE,0.0,Uniform margins
541,0.0,1000,1,MINE,0.0,Uniform margins
542,0.0,1000,1,KSG,-0.058744830383874944,Uniform margins
543,0.0,1000,1,LMI,-0.020992312636671326,Uniform margins
544,0.5,1000,1,InfoNCE,0.0,Uniform margins
545,0.5,1000,1,MINE,8.599132543140432e-08,Uniform margins
546,0.5,1000,1,KSG,-0.024935686354400265,Uniform margins
547,0.5,1000,1,LMI,0.35446068383080787,Uniform margins
548,1.0,1000,1,InfoNCE,0.0,Uniform margins
549,1.0,1000,1,MINE,0.0014430634277271116,Uniform margins
550,1.0,1000,1,KSG,-0.01061306607783561,Uniform margins
551,1.0,1000,1,LMI,0.668552967346543,Uniform margins
552,1.5,1000,1,InfoNCE,0.0,Uniform margins
553,1.5,1000,1,MINE,0.0,Uniform margins
554,1.5,1000,1,KSG,-0.0008874744367173815,Uniform margins
555,1.5,1000,1,LMI,1.0143217671072196,Uniform margins
556,2.0,1000,1,InfoNCE,0.0,Uniform margins
557,2.0,1000,1,MINE,0.0,Uniform margins
558,2.0,1000,1,KSG,-0.02318083946023136,Uniform margins
559,2.0,1000,1,LMI,1.2949309814855123,Uniform margins
560,0.0,1000,2,InfoNCE,0.0,Uniform margins
561,0.0,1000,2,MINE,0.0,Uniform margins
562,0.0,1000,2,KSG,0.022957834532468264,Uniform margins
563,0.0,1000,2,LMI,0.029479290982213982,Uniform margins
564,0.5,1000,2,InfoNCE,0.0002428395030182858,Uniform margins
565,0.5,1000,2,MINE,0.0,Uniform margins
566,0.5,1000,2,KSG,-0.0060912587440430845,Uniform margins
567,0.5,1000,2,LMI,0.4357057993917859,Uniform margins
568,1.0,1000,2,InfoNCE,0.0,Uniform margins
569,1.0,1000,2,MINE,3.0096963900991514e-07,Uniform margins
570,1.0,1000,2,KSG,-0.03189197110391904,Uniform margins
571,1.0,1000,2,LMI,0.6206006031541306,Uniform margins
572,1.5,1000,2,InfoNCE,0.0,Uniform margins
573,1.5,1000,2,MINE,0.0,Uniform margins
574,1.5,1000,2,KSG,0.00978085580748348,Uniform margins
575,1.5,1000,2,LMI,0.9668432404825208,Uniform margins
576,2.0,1000,2,InfoNCE,0.0,Uniform margins
577,2.0,1000,2,MINE,0.0,Uniform margins
578,2.0,1000,2,KSG,0.0015781568246244788,Uniform margins
579,2.0,1000,2,LMI,1.299947176957674,Uniform margins
580,0.0,1000,3,InfoNCE,1.8574126293183335e-05,Uniform margins
581,0.0,1000,3,MINE,4.729522898727238e-07,Uniform margins
582,0.0,1000,3,KSG,0.01706336963020682,Uniform margins
583,0.0,1000,3,LMI,0.012694127540071537,Uniform margins
584,0.5,1000,3,InfoNCE,0.0,Uniform margins
585,0.5,1000,3,MINE,0.0,Uniform margins
586,0.5,1000,3,KSG,0.04119703179879394,Uniform margins
587,0.5,1000,3,LMI,0.27289287314697425,Uniform margins
588,1.0,1000,3,InfoNCE,6.053789310370864e-05,Uniform margins
589,1.0,1000,3,MINE,6.879306034512345e-07,Uniform margins
590,1.0,1000,3,KSG,0.013043727339004402,Uniform margins
591,1.0,1000,3,LMI,0.5975249649490015,Uniform margins
592,1.5,1000,3,InfoNCE,0.0,Uniform margins
593,1.5,1000,3,MINE,0.017395099230193348,Uniform margins
594,1.5,1000,3,KSG,0.014195856128257724,Uniform margins
595,1.5,1000,3,LMI,1.0602117421962598,Uniform margins
596,2.0,1000,3,InfoNCE,0.0,Uniform margins
597,2.0,1000,3,MINE,0.0,Uniform margins
598,2.0,1000,3,KSG,-0.05002126835266257,Uniform margins
599,2.0,1000,3,LMI,1.2419241572798092,Uniform margins
600,0.0,1000,4,InfoNCE,0.0,Uniform margins
601,0.0,1000,4,MINE,7.240469601324244e-05,Uniform margins
602,0.0,1000,4,KSG,-0.026575520228109994,Uniform margins
603,0.0,1000,4,LMI,0.05950098624327344,Uniform margins
604,0.5,1000,4,InfoNCE,0.0,Uniform margins
605,0.5,1000,4,MINE,0.0,Uniform margins
606,0.5,1000,4,KSG,-0.05167286105429826,Uniform margins
607,0.5,1000,4,LMI,0.34891361313925656,Uniform margins
608,1.0,1000,4,InfoNCE,0.0,Uniform margins
609,1.0,1000,4,MINE,1.7198265086280863e-07,Uniform margins
610,1.0,1000,4,KSG,0.04732254687210377,Uniform margins
611,1.0,1000,4,LMI,0.559571361041939,Uniform margins
612,1.5,1000,4,InfoNCE,0.004026457822000076,Uniform margins
613,1.5,1000,4,MINE,0.0007804572696154256,Uniform margins
614,1.5,1000,4,KSG,-0.025430879669325394,Uniform margins
615,1.5,1000,4,LMI,0.951059825008014,Uniform margins
616,2.0,1000,4,InfoNCE,0.0,Uniform margins
617,2.0,1000,4,MINE,6.879306034512345e-07,Uniform margins
618,2.0,1000,4,KSG,-0.02898411087902823,Uniform margins
619,2.0,1000,4,LMI,1.1355905910828143,Uniform margins
620,0.0,1000,5,InfoNCE,0.0,Uniform margins
621,0.0,1000,5,MINE,2.5797397629421297e-07,Uniform margins
622,0.0,1000,5,KSG,0.02448021176550975,Uniform margins
623,0.0,1000,5,LMI,0.011437827449773024,Uniform margins
624,0.5,1000,5,InfoNCE,0.0,Uniform margins
625,0.5,1000,5,MINE,3.4396530172561726e-07,Uniform margins
626,0.5,1000,5,KSG,-0.005958161307435781,Uniform margins
627,0.5,1000,5,LMI,0.22859358609164074,Uniform margins
628,1.0,1000,5,InfoNCE,0.0,Uniform margins
629,1.0,1000,5,MINE,5.159479525884259e-07,Uniform margins
630,1.0,1000,5,KSG,0.0515506412815189,Uniform margins
631,1.0,1000,5,LMI,0.5640566623649339,Uniform margins
632,1.5,1000,5,InfoNCE,0.0,Uniform margins
633,1.5,1000,5,MINE,2.751722413804938e-06,Uniform margins
634,1.5,1000,5,KSG,-0.018751720960896067,Uniform margins
635,1.5,1000,5,LMI,0.8403535365913475,Uniform margins
636,2.0,1000,5,InfoNCE,0.0009830528323318142,Uniform margins
637,2.0,1000,5,MINE,0.00111934908314059,Uniform margins
638,2.0,1000,5,KSG,-0.016443169364258874,Uniform margins
639,2.0,1000,5,LMI,1.0920720212593793,Uniform margins
640,0.0,1000,6,InfoNCE,0.0,Uniform margins
641,0.0,1000,6,MINE,0.0,Uniform margins
642,0.0,1000,6,KSG,-0.014766736485250533,Uniform margins
643,0.0,1000,6,LMI,-0.0014889487779750077,Uniform margins
644,0.5,1000,6,InfoNCE,0.0,Uniform margins
645,0.5,1000,6,MINE,6.879306034512345e-07,Uniform margins
646,0.5,1000,6,KSG,0.020455136666303036,Uniform margins
647,0.5,1000,6,LMI,0.30946904867717023,Uniform margins
648,1.0,1000,6,InfoNCE,0.0,Uniform margins
649,1.0,1000,6,MINE,1.7198265086280863e-07,Uniform margins
650,1.0,1000,6,KSG,0.03598463723691609,Uniform margins
651,1.0,1000,6,LMI,0.5355000301926791,Uniform margins
652,1.5,1000,6,InfoNCE,0.0,Uniform margins
653,1.5,1000,6,MINE,0.0,Uniform margins
654,1.5,1000,6,KSG,-0.028061960658084004,Uniform margins
655,1.5,1000,6,LMI,0.6881745558308789,Uniform margins
656,2.0,1000,6,InfoNCE,0.0,Uniform margins
657,2.0,1000,6,MINE,0.0028884486212408713,Uniform margins
658,2.0,1000,6,KSG,0.019408592498334952,Uniform margins
659,2.0,1000,6,LMI,0.9749078091770079,Uniform margins
660,0.0,1000,7,InfoNCE,0.0,Uniform margins
661,0.0,1000,7,MINE,0.0,Uniform margins
662,0.0,1000,7,KSG,0.02117211812724664,Uniform margins
663,0.0,1000,7,LMI,0.014562351242766341,Uniform margins
664,0.5,1000,7,InfoNCE,0.0005599755112093049,Uniform margins
665,0.5,1000,7,MINE,0.0,Uniform margins
666,0.5,1000,7,KSG,0.015880414861346576,Uniform margins
667,0.5,1000,7,LMI,0.27160315379286354,Uniform margins
668,1.0,1000,7,InfoNCE,0.0072273989198586705,Uniform margins
669,1.0,1000,7,MINE,4.299566271570216e-07,Uniform margins
670,1.0,1000,7,KSG,0.04781487701602056,Uniform margins
671,1.0,1000,7,LMI,0.48409753044865633,Uniform margins
672,1.5,1000,7,InfoNCE,0.004564419553898942,Uniform margins
673,1.5,1000,7,MINE,5.159479525884259e-07,Uniform margins
674,1.5,1000,7,KSG,0.013756610743767515,Uniform margins
675,1.5,1000,7,LMI,0.6594837536128791,Uniform margins
676,2.0,1000,7,InfoNCE,0.0,Uniform margins
677,2.0,1000,7,MINE,0.0,Uniform margins
678,2.0,1000,7,KSG,-0.006528011935763915,Uniform margins
679,2.0,1000,7,LMI,0.8500182586492637,Uniform margins
680,0.0,1000,8,InfoNCE,0.0,Uniform margins
681,0.0,1000,8,MINE,0.0,Uniform margins
682,0.0,1000,8,KSG,0.0010160488639840786,Uniform margins
683,0.0,1000,8,LMI,0.02209437219365595,Uniform margins
684,0.5,1000,8,InfoNCE,0.0,Uniform margins
685,0.5,1000,8,MINE,4.299566271570216e-07,Uniform margins
686,0.5,1000,8,KSG,0.015792281407292847,Uniform margins
687,0.5,1000,8,LMI,0.14715752699987478,Uniform margins
688,1.0,1000,8,InfoNCE,6.879306034512345e-07,Uniform margins
689,1.0,1000,8,MINE,0.0004319344276419439,Uniform margins
690,1.0,1000,8,KSG,0.06417579830712722,Uniform margins
691,1.0,1000,8,LMI,0.3849025213779493,Uniform margins
692,1.5,1000,8,InfoNCE,0.0019495953301807986,Uniform margins
693,1.5,1000,8,MINE,0.0,Uniform margins
694,1.5,1000,8,KSG,0.028676091596850178,Uniform margins
695,1.5,1000,8,LMI,0.5618578820126452,Uniform margins
696,2.0,1000,8,InfoNCE,1.7198265086280865e-05,Uniform margins
697,2.0,1000,8,MINE,4.299566271570216e-07,Uniform margins
698,2.0,1000,8,KSG,0.027571225904108387,Uniform margins
699,2.0,1000,8,LMI,0.7729608450363155,Uniform margins
700,0.0,1000,9,InfoNCE,0.0,Uniform margins
701,0.0,1000,9,MINE,0.0,Uniform margins
702,0.0,1000,9,KSG,-0.006924537532251417,Uniform margins
703,0.0,1000,9,LMI,-0.04143950679794007,Uniform margins
704,0.5,1000,9,InfoNCE,8.255167241414815e-06,Uniform margins
705,0.5,1000,9,MINE,0.001409053858518991,Uniform margins
706,0.5,1000,9,KSG,-0.023963357706554247,Uniform margins
707,0.5,1000,9,LMI,0.1604807070264884,Uniform margins
708,1.0,1000,9,InfoNCE,0.0004987496875021451,Uniform margins
709,1.0,1000,9,MINE,0.0,Uniform margins
710,1.0,1000,9,KSG,-0.01771166493841198,Uniform margins
711,1.0,1000,9,LMI,0.22179846565940034,Uniform margins
712,1.5,1000,9,InfoNCE,0.0,Uniform margins
713,1.5,1000,9,MINE,5.159479525884259e-07,Uniform margins
714,1.5,1000,9,KSG,0.02359267281911861,Uniform margins
715,1.5,1000,9,LMI,0.48105929318036766,Uniform margins
716,2.0,1000,9,InfoNCE,1.375861206902469e-06,Uniform margins
717,2.0,1000,9,MINE,8.599132543140432e-08,Uniform margins
718,2.0,1000,9,KSG,-0.015032201466454752,Uniform margins
719,2.0,1000,9,LMI,0.5194025418246296,Uniform margins
