,SPRING1,SPRING2,pMI
89349,28.517,569.114,0.8835425018655574
67015,-1066.138,-1363.824,1.8112172355823979
47643,449.377,1077.84,0.3454836328910313
97372,-167.019,875.461,0.28828210417552963
53589,-160.604,899.433,0.6700775670798752
94495,-144.189,708.09,0.7728759927404741
44766,44.42,948.878,0.15083662359468591
106992,336.111,186.954,0.4639623411748285
100655,206.203,513.289,0.534849921706483
9895,593.67,-1099.153,0.5962768524781372
87961,37.555,585.953,0.34209491304485606
21537,863.804,-418.162,1.1659008148517915
88970,139.811,-42.456,0.4487487659645952
26977,-1499.086,574.644,1.5417299543634602
108028,-207.76,930.063,1.089553443560416
62017,548.231,-774.129,0.6606093845556613
91916,-74.701,686.571,0.4750928323475284
83483,-103.524,922.774,0.13987493919641672
15826,493.605,-294.762,-0.05110884940628531
109675,-576.761,271.047,1.0435919606229787
87423,205.466,138.75,0.031562167525819126
26313,934.099,-256.87,0.18119440850246363
82596,-104.5,605.618,0.6201944217727263
83453,-115.069,656.518,0.7238926928067699
60856,49.871,1318.305,0.3594576606289503
10138,-245.093,1051.861,0.3114403237348323
27245,-1303.57,-546.549,1.4902357218490043
85576,514.0,-684.645,0.7501519170144901
51368,214.389,71.085,0.13379618390993397
88449,-1030.755,-1092.633,0.4380457569218996
83587,-890.796,-857.089,0.514020660190735
96815,-79.287,847.193,0.6004917211091371
96324,34.671,229.32,0.5344735629786833
86048,132.329,215.085,0.5110115010892878
15817,-992.948,190.025,0.8361194277721783
45414,403.23,409.711,0.24151046595804723
110656,365.104,-762.498,0.703495744800015
109733,544.015,431.544,0.3088477980951765
89814,18.735,1084.511,0.4322472398341223
103643,-1029.286,518.06,0.2580250377717569
18504,-1091.556,329.234,0.7458688433711187
106619,-651.419,396.853,0.6410472928797465
49281,258.288,586.56,0.400219269317725
49861,383.717,283.446,0.46614031101543024
66801,-1460.994,-1180.829,1.1127900810197426
65365,-894.501,-1942.912,-0.5200548420725614
101165,-298.406,255.771,0.6895443202661455
62969,609.975,-680.332,0.8670160600074862
51917,263.102,487.545,0.6565938243976926
27892,1316.057,-340.605,0.9970046566253761
66631,1193.136,-2130.855,1.2569008486195556
16014,-750.375,346.09,0.781547042941916
61006,275.489,708.596,0.4669852010981814
87241,-518.255,532.567,1.0850449575840497
24405,-1132.461,376.797,1.3669262786880094
67248,-1852.441,-983.062,1.2625210486326321
99502,-35.455,441.061,0.5285649737049887
105588,121.318,317.446,0.3549085578099545
85571,422.719,352.916,0.4000518821986409
103008,432.088,-863.575,0.4613585856853528
85770,409.999,-148.944,0.22094017626196077
103640,271.272,-574.175,0.7189894910026121
93816,-147.744,906.917,-0.08889740145019737
42198,-52.056,718.871,0.2901710500584613
54537,151.125,600.88,-0.29916601394607945
103955,-622.201,-419.407,0.945255736369434
91563,382.224,-581.641,0.16087930295074143
82852,167.55,437.714,0.5339584663742556
86148,-77.646,701.236,0.3616763753972295
91123,-246.603,-167.014,0.16787105604362185
106845,229.586,-203.056,0.1314872293699934
100535,349.355,709.561,0.23348733103363709
105561,-869.237,-788.245,1.1400519083213556
107448,-940.543,493.261,0.7218763270304555
87411,-484.847,604.636,0.5498357287370876
50457,311.445,923.084,0.0517965696483377
16048,581.931,1247.74,0.5071622677556306
95156,-210.493,857.796,1.2013403654336121
95713,-79.034,648.602,0.34190201208105925
62934,-1074.949,-1629.263,1.5076161237548678
94063,-727.775,-421.725,1.169435275947277
89615,-961.701,439.864,0.9134555368931185
103508,366.88,-39.054,0.47379968374198944
49620,286.546,737.721,1.0301042130527915
97579,-270.065,933.918,0.9409333406224653
24653,-1004.055,-1970.681,-1.159813503963252
63133,-1073.964,-1598.093,0.3310640108195531
62822,-1072.674,-1595.468,1.5992018308954818
107587,354.688,643.523,0.35553522683176547
93264,138.912,-462.556,0.7058155862115737
99953,1082.69,-76.791,0.1930649092897091
14778,-763.62,200.689,0.8823767344695274
108541,383.097,910.25,0.14991341224528973
25468,301.701,201.242,0.42220914904045853
22664,-1063.206,426.509,1.6833493317364467
67938,-976.38,-2021.228,1.4266742215496986
105839,-118.929,769.911,0.9717461249507128
100612,-187.858,662.181,0.6662751096368106
98243,-1085.914,-1930.821,1.342136192557339
90193,1968.627,452.082,0.9982018275689104
97348,369.442,421.917,0.1525544446068404
21583,618.255,-1137.882,0.2518414967337379
100297,213.377,318.929,0.8205016365664081
42161,163.765,188.828,-0.09622210763886963
89016,-933.421,-1001.913,1.1492118244300689
67510,-1080.169,-1744.881,1.3468340884316692
9881,498.483,-359.749,0.3292408890801254
86784,910.18,-127.837,-0.21971029572081496
25005,-872.691,-2136.07,1.158443248741008
94755,5.563,334.211,-0.4091420651520726
102700,833.662,1224.5,1.1285891377466437
98347,837.066,-132.49,0.5192529773856736
47686,-192.537,891.591,0.23156290398120807
86644,57.668,620.438,0.2696377244646898
98185,292.468,-337.915,0.5065204166001407
23935,-989.687,-1984.865,0.0996711866838024
98454,-51.264,1089.624,0.6569638117936679
86111,173.697,163.398,0.4127494623600582
111482,57.62,392.159,0.7617244324519479
26265,-1049.62,-2012.56,1.314538821015264
103763,397.664,86.905,0.5643499824188589
104006,-34.909,-32.938,0.35473006464410334
105171,609.203,-69.504,0.5402387331559789
103662,334.755,307.657,0.2346901497264564
62565,-1013.324,-1998.388,1.1556694388906874
90043,1356.212,919.705,1.6771606820046228
94551,510.223,199.111,0.5040156252815867
92402,-108.218,609.916,0.4927941667500589
83345,1014.666,283.87,-0.7445220529883627
90789,222.221,261.513,-0.6685096689956929
97848,153.551,-449.542,0.4785198614674634
69034,-707.445,375.524,0.7752720942057328
43766,-10.197,829.245,-0.006370993195778862
110693,-179.919,883.807,0.6284031736012801
102455,-155.237,376.924,0.9107480873081275
56332,344.811,958.774,0.5575560845200914
105226,150.725,-164.523,0.3643673759613059
43639,356.758,894.437,0.4997292953644664
52709,67.922,1073.142,0.308862246665351
82949,-196.982,658.096,0.22502177613306137
64103,-905.443,83.441,0.8886478284623278
61948,1349.381,952.827,1.5974637381505725
50281,183.257,747.033,0.39989536644403456
87533,203.056,291.688,0.8287969945597033
24165,377.075,168.73,0.22726544000205648
97457,-20.976,93.38,0.2034336749546215
102857,421.941,-462.962,0.3175466619375628
96167,183.381,-502.076,0.33142895718060217
49980,752.245,1689.126,1.6751352682644765
50561,180.832,514.599,-0.050773930546516285
9950,628.632,-792.008,0.43685718085220604
22786,2119.689,-368.173,1.0281874989739386
18065,614.859,-306.552,0.7626932720262833
97748,503.146,-323.032,0.06950622133429689
62471,563.459,-1284.999,0.507876723270637
62042,1390.634,335.445,1.1554151700600634
103538,-418.135,597.464,0.6468320612627723
87089,600.483,242.28,0.4046638664122103
107512,901.323,1425.088,0.36683764263503377
10651,516.732,-266.175,0.7231456628010758
99239,77.058,383.792,0.30312518111801073
108653,-1039.892,499.953,0.9073924144904089
63859,-1454.732,555.189,1.4387620571850694
24763,-1895.089,-984.49,2.479505798095597
105355,564.668,289.051,0.8961013075768125
67384,1764.601,-2213.271,1.674280609800821
99459,575.876,373.745,0.05483628606118659
108536,-189.671,533.565,0.3735300909042511
60121,198.675,586.627,-0.4727389608322767
66574,518.925,-1187.397,0.6743870063316533
58935,77.246,408.961,1.1134661754938107
43072,21.495,492.553,0.00797936638618088
52394,124.24,495.843,-0.04276975395501976
26245,574.61,-270.943,0.42504093440895474
82876,-221.797,965.908,1.5974420537754406
11696,-816.371,-647.128,0.6632694908100804
87797,-1073.971,375.761,0.48162198664908534
83683,-73.481,1164.844,0.8619525333588356
68019,-1055.16,-1107.959,2.0440077791664164
102834,-147.134,910.926,0.4604343379469514
91171,161.979,-110.07,0.5212657000906784
59088,348.57,955.403,0.9933015001003186
102230,-106.099,1124.602,1.083417808892927
93286,-172.479,869.709,0.6641121209545384
99266,336.214,-362.392,0.3940430321950844
109951,428.974,49.168,0.1624513551716107
67158,-1803.118,-944.037,2.0140714447238706
96116,424.254,-183.595,0.33120110019493926
49892,424.008,10.41,0.030987726926755898
98450,-80.023,795.843,1.0855794819368194
83003,-1064.757,127.735,0.733503272909691
95536,888.169,1579.248,0.33500414975119364
87426,127.917,-150.306,0.5856452072210956
21650,410.62,-629.911,0.7234838458620734
64497,2007.769,-2149.28,0.6405801003179641
68680,-495.09,295.13,0.854537413068092
98944,1645.689,-1266.095,0.43106884749188445
63568,480.21,-288.719,-0.02373833033833579
64748,-865.372,-758.909,0.031873557802158864
57470,5.41,515.714,1.1899389336318031
102781,-105.683,1155.79,0.608176495688671
89045,820.412,-335.442,0.360398959347728
63543,921.244,-1887.348,1.3186226892974457
91463,275.013,482.141,0.4238172179258437
100132,-521.822,659.996,0.7645332639860674
28950,936.654,-308.782,1.0021325367222524
47268,46.978,1010.172,-0.4314934272098478
105555,-195.574,925.294,0.7061588668509453
63783,2531.78,-506.293,0.6847524452406557
65801,1409.957,-509.999,1.1917080768580137
23732,-991.311,-1099.133,1.206910742050614
12890,1809.836,-127.865,0.8361445622416639
107872,76.454,603.274,0.7080034312101817
100468,131.532,489.526,0.4178315381829633
98838,703.583,1428.498,0.38535916818136295
64768,-897.75,114.239,0.5951977288945479
107071,365.293,-352.743,0.8397998291277655
99956,-250.702,962.279,0.5438999645224658
86370,-136.845,987.356,1.0864505728337732
24425,748.793,-1399.056,-0.21628053875129663
88220,-81.374,-190.201,0.3933665822654544
98795,153.461,1402.129,0.8731761050306611
82625,746.605,1396.693,0.2184814815826405
96925,-782.678,-391.785,1.3570040678356197
43836,398.244,1168.999,0.9133869544999428
24156,-849.757,-672.536,0.7166805906345817
56866,58.486,711.111,0.5682676655295648
98232,1922.871,-172.962,1.5684415691844558
47947,179.987,669.558,0.5414614837924606
26971,357.125,287.01,0.3003157361705545
64959,-575.272,-1323.028,1.6509814743272941
85235,113.0,383.465,0.13870391249664143
20276,14.811,583.606,-0.10752430625461988
52558,93.604,245.639,0.16042423280988477
64371,1161.264,-2110.754,0.986583475389794
100306,-201.44,175.738,0.4341669228356019
101371,353.079,415.608,0.544505902124153
102906,309.365,153.44,0.3459822699084705
24821,2502.533,-632.766,0.5737170313941953
93733,48.18,557.921,0.5944318940275807
85891,119.552,172.172,0.8111841185529907
29180,49.613,417.067,0.6944728146803754
51007,297.348,441.811,0.5055581440625814
95655,192.936,-453.822,0.5097967317924141
27768,-1094.56,-1783.248,0.8686378347576744
44201,315.934,455.844,0.36595838191756763
62801,1328.337,965.814,1.1030408214830354
28457,1203.388,-690.943,0.4795637827280321
98280,361.887,1017.696,1.6091771463684519
20469,-228.673,938.488,0.837419332577127
60965,114.091,743.793,0.7330023544776231
67895,804.107,-1684.348,0.8070503462884041
56489,16.516,591.033,0.20658315385245274
109275,151.012,292.033,0.684722120312482
98019,-869.176,-875.88,0.5447630824745467
25605,1963.805,-220.262,1.6104364801047204
59319,108.09,685.046,0.6363269757338509
82922,-968.659,-407.394,1.411398691228085
98557,777.963,13.124,0.22148098512699588
83971,687.468,1262.07,0.03994756584006593
97722,363.167,-478.921,0.8225805784856671
89041,283.428,383.274,-0.01335436109808381
94143,-168.186,908.749,1.658178283875176
10650,-17.245,452.255,-0.3432250805882715
101324,-350.74,213.25,0.19296235111931953
23266,520.426,-594.903,0.06124465421261895
28097,490.483,-56.809,0.8475991656426004
106559,-316.023,-58.619,0.6287989572721615
98032,-547.64,153.097,0.38393132530501506
85171,529.781,-522.041,0.3751737005962137
66354,1275.404,1456.039,2.1317405915480103
94105,223.358,2.654,0.5538059564650565
98494,236.031,4.06,0.6425067414401862
10300,-1801.447,-936.383,2.360961578801265
102648,221.987,531.348,0.378905544478091
28681,1405.547,-1630.52,0.7022524164979586
45524,281.196,657.363,0.4888008860339242
102595,76.299,199.02,0.42480716572432725
104678,127.557,-15.868,0.3069528644402491
97132,8.51,283.907,0.6964549541383382
28351,-1096.318,-1730.553,0.5415608513814962
91512,83.754,543.69,0.4645615734558284
97707,385.985,-163.168,0.3632629584415342
105413,436.881,5.794,0.48139857245180434
27880,-1408.85,168.78,0.812555559590024
86592,-174.29,900.312,0.5951629710613408
12347,-66.22,654.251,0.2706577010859775
24303,1872.014,-323.053,-0.531274423805372
90977,208.227,159.087,0.9522035101288854
95439,-88.74,625.451,0.5335374885801194
89185,47.256,508.96,0.173090990032367
59792,4.197,918.801,0.138474891449832
68424,990.721,-1968.128,1.495727376712765
85263,284.092,-596.717,0.5384644815382144
44963,230.729,656.238,0.4573499441423795
96245,92.084,70.315,0.49775703775806984
85917,-123.473,242.386,0.7304756864489451
25097,857.446,-1830.63,0.37543001767971856
84643,-72.844,583.67,0.6765490827699694
61409,88.495,825.429,0.665646442770137
24631,-492.736,-201.226,-0.050358574993208526
62196,-1496.529,577.218,0.8435070516240216
106727,-157.248,858.817,0.48955824268703846
68425,-1289.974,475.348,1.3337479899203373
92175,850.884,200.211,0.9352114550899129
88028,729.72,443.52,0.7514300606076911
87020,8.208,686.26,0.5795119635633188
62418,1159.916,-2091.706,-0.6849297499410454
90520,-240.476,382.604,0.23189816426989504
63764,2983.449,325.147,1.1085426486643721
10854,1221.436,-2127.111,1.2043381593344842
110827,165.27,663.757,0.3622688557623718
82147,604.414,1114.383,0.4543773034237361
94636,1303.75,249.08,0.710987949688225
57647,170.131,466.846,0.37084731252183023
69296,544.287,545.695,0.5813346646072282
103400,-1167.995,513.694,0.7618949001338541
107054,501.782,398.921,1.0204834372611333
93684,-455.504,599.281,0.586299605759496
10088,776.307,-1597.081,0.19636212208621495
24652,-1059.833,-1926.144,2.0714306207545676
103564,398.187,-172.988,0.6321178689851026
29284,-563.986,-1340.143,0.22091624339934
52913,378.006,995.929,0.32399528299500596
66652,-1431.466,162.763,1.7673825104503638
83407,-68.72,747.297,-0.09902413030536092
98620,2.272,465.68,0.5683438092810429
109806,129.347,302.683,0.2680365612746754
68152,-1098.046,430.888,1.2992841539164728
82456,322.059,305.388,0.42774698408340867
106143,277.091,-37.636,0.4081097309560131
27528,-994.904,-1911.992,1.8906019679247794
91592,-403.847,595.761,0.7795533499804506
93373,299.589,-796.402,0.3092223731054782
88964,1516.936,-62.9,0.5601159469280202
62672,-1704.391,644.997,2.324502762300645
93133,-874.36,406.913,0.19345392725392027
21665,-1612.117,612.66,1.576104731325378
99658,438.939,975.614,0.2646153214420893
64840,1407.971,-2218.556,1.4063860757319486
84176,-1047.558,-1405.56,1.2794885939157037
84711,-1942.321,-1018.158,3.6452881041254925
84437,-107.007,833.16,0.35360288390915834
25379,607.519,-1181.561,0.8570286420064643
103897,-451.229,-153.754,1.0373834048383979
98672,401.343,676.018,0.350597685011375
98073,108.726,239.011,0.7357518598041427
66762,1873.829,-2182.988,1.0657579291378734
92255,155.635,-84.809,0.4504634662857872
99828,2196.281,13.432,0.9375087642200584
11181,1652.732,-316.886,1.5360925963227614
88314,-354.338,784.25,0.32257142641272807
105695,775.8,1534.619,2.0440269420563797
107331,-47.522,644.935,0.6904011428107011
24292,-1805.036,-968.566,2.5767373582630495
108616,-305.803,703.45,0.2657767162501117
85273,84.999,210.03,0.6197795460303561
60566,385.585,828.112,0.27080235617423865
44788,151.293,657.662,0.35364112414311333
102187,344.504,379.864,0.44895433548904473
97875,112.043,1256.243,0.7066067464202528
108029,1173.946,-105.49,0.5939460884434798
64335,-1075.701,-1399.016,1.104128338700884
57653,-139.445,926.554,0.7020201542661281
107618,-1064.186,410.534,0.8848804638536889
99849,684.654,1430.727,1.7384781656687054
110798,-26.082,648.469,0.7040185017356594
24822,1688.598,-1605.685,0.14079803740547808
49900,89.797,1174.991,0.14162456051343403
86965,858.893,1512.314,1.0576805789835881
99867,420.682,-91.167,0.6035968670435865
27437,522.899,-617.624,0.8984582388618445
14615,440.097,1089.606,-0.23286017332687617
91361,28.119,594.62,0.6617147135685695
56788,-86.724,853.734,0.7235113354124436
22716,-1109.272,186.04,0.23993337001590528
96634,232.681,-197.433,0.20540503622616835
41592,179.864,576.564,0.7730009446044356
63069,-971.019,-1881.731,0.8855480088455728
12260,-1849.539,-963.178,3.4249797094511423
63502,604.001,-1099.024,-0.03582498339362067
97324,716.257,260.828,0.8995863806694517
97780,-946.311,-2113.413,0.9734234111248906
91143,315.507,-635.752,0.6593157660475792
107325,422.594,1.575,0.5219528875469195
89017,-366.021,-145.497,0.15040765619373808
94927,595.342,-566.348,0.6454632635768008
87429,-294.864,99.541,0.7236312359719654
93959,339.848,106.739,0.2669327952201013
69234,628.949,1328.943,1.6990392050716014
102743,-1053.676,503.886,1.0673916772543701
11472,1011.134,-1813.638,0.8672209383794192
11438,271.78,-266.132,0.4821350835495166
92122,565.128,224.513,0.7184674571084871
95816,146.116,318.072,0.7898066138875446
103531,-128.864,459.226,0.01724186607055319
27923,166.881,375.141,0.2055778413088205
29040,-1024.217,-1970.469,2.109308560327035
20306,2577.137,-621.18,0.9180008446286229
105631,626.599,1498.309,0.8754836877829067
87576,-83.651,721.94,0.6942111471921589
87888,26.607,179.145,0.07994605426858131
53586,45.374,1225.886,0.4745175925737587
102497,64.653,594.01,0.5294030002423401
98875,244.82,-175.246,0.94325863935379
47305,1546.063,1205.764,-0.16750631069536662
16231,-1046.427,349.26,0.7540255881061942
90702,956.45,1599.49,0.09486179438141912
102930,-425.684,480.197,0.9392897848853213
62104,1844.88,-336.34,1.0433768525076144
94805,-151.843,796.694,0.3345668836178386
48350,111.12,814.464,0.23653269911442437
104387,47.609,798.261,0.7644260269993637
13115,265.633,-100.807,0.4146025335604784
68772,-737.947,441.949,0.8817752547295161
18962,8.144,-177.76,0.3488398550522412
106553,403.681,310.115,0.30987919337810277
98667,-1066.914,-1891.249,1.4311180065181355
94893,-942.511,459.682,0.8767729200143227
63115,-1070.986,-1612.654,1.5826550778638493
97052,558.343,285.265,1.4204569084686463
16809,481.791,-368.763,0.5162104961292622
87378,-53.195,890.997,0.5172709781823361
27242,-1293.545,489.326,1.252624499402169
44474,71.821,770.293,0.2893917006937336
98510,-1097.665,377.483,0.8963480152517708
20722,-981.059,-944.205,1.3933760748168127
67906,611.063,-1338.098,1.1559840132186696
95169,454.826,-3.937,0.3177119295478958
28378,-1142.665,271.634,0.9165915466881405
56786,52.977,1185.286,-0.45995062443770574
106116,500.032,-977.231,0.42500243541046273
89306,455.38,980.273,0.43863285583989375
83367,319.98,-121.875,0.1190381565809209
83090,30.259,710.666,0.9720974264632035
107417,92.323,41.019,0.2647771066867214
65560,-1360.938,546.381,0.9722390401886871
108822,303.091,-691.243,0.2947744067272359
103112,164.798,575.093,0.5513903037001151
25357,1718.05,-202.395,0.9561195011742358
29186,-859.821,-590.761,1.883212826907814
107784,386.777,-615.98,1.0160865956101994
9967,-1846.125,-937.529,3.097351075594279
15535,4.804,640.877,0.36719965337334715
68516,780.672,-1.46,0.24460282555179375
89586,-155.268,976.753,0.75571707966837
87132,-1051.646,489.369,1.6451200226287146
101320,232.271,-654.575,0.5087308582873262
105350,531.161,365.474,0.5963705569858003
27137,-28.829,563.17,0.4860415714865135
102275,-6.812,730.676,0.7143737149470093
22124,-924.98,-2108.743,1.7246698165999816
21638,250.284,-19.721,0.30217525573953524
86903,0.019,619.457,1.0729265400943677
89455,564.465,-87.426,0.4672055506418145
47007,556.568,1296.629,0.49991695994644997
67307,587.933,-1186.482,0.6553562539507314
111254,-94.502,745.09,0.5067794920006865
53159,-3.906,697.386,0.51591874477105
64095,-1055.515,201.983,1.1518955040512138
12397,660.324,-1022.53,1.0227674759964145
98853,-493.253,-134.794,0.2944045562002927
45299,520.931,1274.619,0.7358626160810974
93208,581.821,223.638,0.49404661594211674
15461,153.509,305.597,0.20109817818854592
98259,-1070.93,-1872.719,0.3782848220896736
62831,567.13,-751.312,0.7638448862006249
12195,679.632,-890.544,0.13296629049123215
65950,1160.188,-2114.542,2.540812371321948
88016,1059.325,-1394.28,0.397610008588845
83200,175.934,-141.272,1.255442480989156
63464,906.473,-1896.023,0.9155749419524
62136,1418.446,-426.112,0.4063176853756084
64438,-1265.281,-557.812,2.5672594931050225
67320,-994.084,-1979.124,1.465246422673315
24323,766.148,-1653.435,1.0309559274642162
10456,493.953,-967.287,0.8623168595386165
68896,610.198,-1214.37,0.8402107871981567
64589,544.504,-1032.341,0.44661345453662404
108505,1328.471,91.13,1.2703865345867402
91493,-152.794,863.576,1.3152264023675293
95838,-27.606,549.397,0.5931338029782791
102405,143.342,518.838,0.6240084735209162
55355,-255.924,608.744,0.21753265883726275
90745,-1205.531,273.358,0.6493514501352182
64574,455.344,-310.325,0.5508968961598322
43463,-101.267,822.497,0.32479338913578176
53161,229.012,1061.14,0.2431143865075341
104866,407.501,-362.418,-0.2600292046966341
46099,183.415,496.598,0.0369198152789547
23668,2397.046,-18.027,0.06909916653585295
83130,11.542,468.458,0.5607298749182089
26922,1154.955,-313.632,0.812221634025113
23317,285.784,217.105,0.3721473264675068
19108,-1045.574,272.783,0.20760283233226334
98092,209.388,-6.625,0.023842203673853413
53617,61.081,785.862,0.5009317798443206
85010,-175.885,867.728,0.5302678689189156
94338,113.52,-377.322,0.21356589613075716
83159,54.758,715.268,0.75851522843109
97696,359.062,-96.636,0.4768261853423169
55966,-21.017,1126.691,-0.3012338567872835
98857,1021.378,103.567,0.706925462652763
107298,-166.616,609.924,0.2231625458869709
87988,213.997,314.738,0.4038708563531359
105718,213.966,91.496,0.7410924218112592
95762,-3.983,796.515,0.6575201998911314
108140,-36.483,656.517,0.5405999008334927
84392,-28.766,689.352,1.0052947266294399
99092,129.597,732.473,0.1603985250672264
63670,-777.062,-468.658,0.7207462281842674
28862,-560.273,-1426.709,0.8664377526779621
83788,241.067,469.409,0.25528828574829754
90830,47.266,881.765,0.1459774608832684
93231,-124.058,749.845,0.6870795640077633
91695,2028.282,-156.107,0.8242420085996116
12580,-611.157,-1198.089,1.4166177877861292
105740,180.433,-447.078,0.6235631155630719
102552,733.937,138.669,0.9356559491899665
63911,794.936,-1768.861,0.3521763408077484
109223,179.794,206.48,0.033945081283954494
52443,-361.566,467.008,0.15802767097899117
24371,-1197.16,494.252,0.8059732193821428
105613,193.163,-477.634,0.38928360516787486
91533,335.815,380.546,0.357296224267816
84178,-100.49,794.68,0.5108625728852532
15655,184.538,256.228,-0.06967031502528784
90663,822.922,773.681,0.7537212217239878
87374,377.247,-864.963,0.9054156963118206
110663,-537.903,-113.894,0.8879709518167171
90376,79.93,715.463,0.2893430847436851
104992,739.442,19.851,-0.5028869474289361
68053,1354.947,-2195.348,0.788761381472451
25130,613.566,-1222.656,-0.07484747628533564
82524,586.801,-610.731,-1.7567423436505696
28753,125.315,422.929,0.2523442560155055
106438,-124.302,357.218,0.8599159320540333
83361,753.608,129.446,0.7362040774443384
110981,84.113,754.489,0.8241000954870229
85986,516.716,-323.051,0.15312301434956513
62640,-1000.066,319.016,0.16017942415698397
106929,497.463,-190.166,0.5964106386478863
100740,676.238,93.581,0.44140097692968105
63089,-1474.885,572.283,-0.08337482107479585
92120,1133.626,215.783,0.19306172791431186
98680,406.21,-580.931,0.2935925038464306
102410,-1375.568,553.334,1.8688491888206862
110921,120.224,-252.438,0.5651478298930442
27439,1113.328,-714.392,0.03440050269210384
85429,-9.942,403.286,0.39276230649698773
55733,-10.952,833.801,0.5742736350689673
94908,165.405,641.101,0.3095007718470929
28487,-1469.336,574.575,2.0848884700829196
107228,-215.242,980.123,0.7508413859640599
108963,-559.751,497.421,1.1445221549607045
108878,7.19,684.661,0.5888681367122149
97220,-495.757,-83.182,0.978357695691547
93266,166.173,316.826,0.7611836772157294
48787,373.434,929.298,0.5675586112377279
105879,80.381,55.957,0.17386224208456985
92072,433.846,-1042.955,0.25177764553457316
48101,47.086,1328.952,0.16676479321559895
64048,-801.602,-309.73,0.7383794172983791
66675,-954.772,-2048.92,1.3251103242385782
85803,225.831,273.323,0.502822859311128
105558,287.789,164.94,0.5945852895112077
100255,-193.955,984.017,0.7387538747343191
21399,-1063.034,395.469,0.308455089382476
95201,625.351,302.803,0.811693903771704
82730,208.93,158.063,0.4492796740697772
89323,109.774,302.148,0.4890770453086817
90321,228.242,531.307,0.5527420617018386
110337,216.846,266.92,0.8102489257373552
27411,718.432,-879.97,0.4404875043689539
67844,532.662,-924.199,0.49647797977554137
66165,552.402,-436.482,0.411322835750321
63927,2909.468,139.884,1.673332326360566
46810,78.811,1005.672,-0.012156499465646276
94066,100.199,1233.478,0.6454098976533152
11545,874.645,-1403.292,0.3625605155751606
67807,2663.198,344.929,1.5892063362404367
12194,932.116,-487.316,0.7175447619860983
83885,404.796,362.664,0.40782190131852547
66668,1626.164,-2181.077,1.861158364105513
101980,281.717,244.321,0.7702918330435681
10828,-1090.683,397.944,1.2603307991347195
108799,-1674.65,-901.846,1.5310064243533579
110836,406.154,183.376,0.6584844621913031
88749,-391.103,568.6,0.3807590007709686
97424,296.451,533.005,0.4332423671080816
86269,58.093,-60.117,0.5255595193530538
87826,-41.739,516.478,0.8547095333281739
12678,-1369.582,518.119,1.4882091616538793
88961,463.805,14.64,0.7152903448092471
24265,2509.598,-594.767,-0.14936825854816005
66018,1392.079,-273.791,-0.035607107903891565
88024,525.097,1095.318,0.09573045386423532
88047,507.665,1126.001,0.3253901671588182
11232,-1391.211,-577.213,1.3521530673278876
83474,534.44,-817.713,0.430622287219776
102260,612.159,1288.405,0.5396199587257927
52653,120.093,918.992,0.18119228285012856
25171,737.547,-1614.01,0.09215635188168089
91848,8.517,663.519,0.8634783859835012
86052,150.065,501.341,0.6616788022585183
22071,553.728,-660.324,0.8012418361783542
66132,708.764,-1402.145,0.742348101604003
85581,46.239,1125.998,1.146185958533059
88407,-129.52,826.233,0.6341349824054394
92466,-35.295,345.541,-0.016666369525724083
18527,-795.537,2.805,0.43853868976845584
68261,-1013.942,-1135.202,0.7737323200421822
66832,-939.069,-893.308,0.8719288907145932
101661,2593.151,313.168,0.4344337039933368
98756,2339.46,163.125,1.083524865064385
20878,2397.543,-278.681,1.5938538091153827
11234,-1180.046,475.829,0.49514234524806733
104934,777.365,35.383,0.4707076690611971
50419,59.176,534.727,0.20572905173699896
105967,275.042,237.717,0.48036959172442184
63578,-1130.192,426.455,1.2543859224132845
92690,933.106,1600.636,0.033955277979585155
88380,-877.616,-766.013,0.04849862279367765
85655,295.355,284.255,0.6545651555345853
90761,392.008,444.577,0.26829434472935637
95191,163.499,-281.405,0.28441865501476665
93100,-75.022,789.641,0.683440123582801
92935,-216.78,953.373,0.7780713639156359
97193,524.88,344.697,0.7849476564153282
66878,-1060.952,-1703.01,1.3277727024334465
47057,-133.021,862.431,0.8020878920993875
104241,462.15,392.37,0.43317853458398625
63125,-1070.153,-1641.46,1.9458859368246018
90583,-218.89,1103.643,0.9276307850232028
62591,-1675.201,626.401,1.960269108352439
86762,1849.648,-61.79,-0.3368712269477075
89718,148.13,-1.769,0.40986847890838635
62452,1715.701,-2206.452,1.4831251787069368
84246,-19.546,571.066,0.30767296254743587
111418,455.066,256.946,0.13643043528025342
105722,320.757,303.407,0.8438000419966654
88191,264.091,-64.344,0.7038972922651736
95286,317.503,82.318,0.20691690063790857
58690,401.201,752.38,0.8634400111541758
100797,-107.42,1040.284,0.7616379155830179
84372,1084.391,109.286,1.046585701853937
62269,1051.557,-2035.449,1.2790531718754177
89957,215.248,344.474,0.647212098825509
62905,948.511,1498.18,0.9472267196867736
108801,2323.587,27.982,0.959969425912497
44775,36.128,391.32,0.3786108587224446
43839,184.16,236.462,0.5264963566818194
92380,184.535,8.178,0.31296274996027684
96067,-928.146,-830.57,0.012570613481203963
65446,581.265,-1327.007,0.9237323011181893
67212,1209.56,1330.611,1.6582833010097044
102518,-1.636,725.697,0.5026137451113964
89886,681.474,1311.711,1.0568219462193738
111092,-390.759,611.368,1.3445805128495187
88433,333.421,-308.977,-0.000773573969493048
22614,228.316,159.759,0.6380994837431262
87459,137.353,876.127,0.19986025637890065
