,SPRING1,SPRING2,pMI
23043,1016.025,-1950.553,1.3757796981122479
99881,451.175,196.808,0.7074575355716622
93250,379.657,24.34,0.5193089644378297
20710,405.067,-118.744,0.703339339638419
107440,400.217,375.671,0.33107708049586104
96158,-245.703,-237.643,0.37894533200616165
54185,740.931,1663.652,1.517377897295106
53186,65.688,896.771,0.34070271236131877
88713,60.903,331.543,0.2025831795958323
49945,270.628,451.837,0.6632794434725637
91977,-263.351,-118.544,0.7157876996015233
84384,387.592,373.122,0.9879904370231752
96901,-240.59,970.45,1.2573703683381905
23761,460.098,-164.233,0.5304203256892113
66279,1902.55,-2151.359,1.3809100392780542
21055,134.995,447.912,0.4509335718970653
53243,-762.983,50.229,1.28572432815224
110769,245.48,-99.792,0.7493934886513184
65925,-746.273,342.515,-0.14720873225034076
45142,114.874,659.872,0.43588626500892846
87943,821.117,1594.538,1.8751642516540699
109928,180.973,541.084,0.2617479073179608
110850,-1036.985,531.8,1.9263336244562528
25071,2415.482,-684.051,0.20243221141720874
20925,578.13,-1241.902,0.813160980202867
98113,111.296,-9.381,0.4324673023820007
10201,737.996,-437.093,0.19526525656341456
98659,420.77,-203.219,0.6496649859706762
23435,2687.616,-174.118,0.22376625283352314
16559,-412.141,-96.332,0.041659742688056715
95049,563.148,227.184,0.182387483709262
87415,832.97,1619.557,1.6055991204905582
94151,290.752,-779.577,0.6580309857912717
64206,-787.314,-1062.907,1.0654069712490173
20822,-1086.332,-1851.312,1.3987748536730282
107702,-42.948,882.654,0.38893379173758147
108009,-65.896,571.325,0.7704135645959407
56217,8.652,783.409,0.6342947561224415
26954,742.796,-1214.504,1.1314677809381541
101552,220.594,-316.658,0.5259151232750385
98002,383.519,33.119,0.9213070825960591
84053,353.472,17.582,0.572432424143134
83990,1305.089,-5.803,0.6417289005192673
105980,-1625.987,-809.782,0.69043245585508
90990,469.576,1273.915,0.23409990520588111
100491,46.077,101.329,0.5693233477515874
47144,-559.522,354.265,0.3346056482062475
103088,804.357,221.082,0.7743199338670127
105333,-64.351,799.815,0.5757302615082582
105461,232.255,-375.387,0.11662249897723945
65912,1153.638,1312.669,1.3310187838340348
63200,2634.979,-56.789,1.129547705124074
107051,659.989,1391.227,0.7358032402628268
45335,136.484,572.042,-0.6212750340249052
14007,-1072.422,292.378,0.5975524809624334
102128,-116.489,747.557,0.6086323496602736
86497,407.734,-70.867,0.2787874373440932
101167,-246.788,592.761,0.27029886754465954
94111,303.919,-23.929,0.49700774381389506
89475,1525.51,-8.318,0.39139684896634375
26598,471.071,-773.8,0.18630076303091225
108852,935.758,-38.704,-0.5834009084143125
96746,-2.029,803.165,0.9133812486524681
24100,2640.524,-1119.253,1.0022725953221776
102254,37.289,499.508,0.8888566995293466
105361,11.085,1056.829,0.750149241695663
86038,-46.265,672.376,0.627449527070082
87017,-1167.882,469.899,0.7380215927464271
86297,-220.625,910.544,0.45282985067407555
94237,942.639,1580.821,0.31556945485020177
63683,543.742,-302.339,0.3142077233433717
59733,-863.09,425.236,0.6977600422170547
99216,446.807,-477.064,0.3750644154197572
15741,98.419,377.903,0.8411740974117101
94950,-167.552,461.174,0.68198179000506
25185,-1518.124,556.624,-0.003178305768733192
44428,169.612,430.986,0.3941234532068227
53083,180.264,486.88,0.24974982917014438
65279,-987.077,229.963,0.7576513755800413
67957,635.12,-1094.573,1.5655950872104587
65505,1940.963,-2128.192,1.8559819884139377
59770,236.82,1219.042,0.26989183350546325
86763,1201.261,-10.278,0.8269914421345236
68334,-1041.799,-1698.016,1.5585041740381418
44890,708.162,1639.492,1.035756135517488
106754,-24.883,398.295,0.630636702090491
93734,-695.671,399.888,0.16599461294877332
89993,634.522,381.462,0.5410823616308702
68906,298.775,304.234,0.719906473270472
28931,-1215.681,490.994,0.3744709696492701
102382,364.156,-848.976,1.3065272339302807
99046,333.681,103.686,0.26103322875705737
24753,931.666,-493.173,0.8040038040581546
87015,-688.134,-90.578,0.6967211856226851
104971,364.048,432.088,0.6318732119684958
94113,-85.518,888.523,0.7389480429367152
26048,-1174.805,345.417,1.0160785423517056
104841,2.357,687.394,0.3976980744534321
98049,39.177,1137.236,0.8261093903049209
107832,-1057.063,481.77,1.211682857196633
68153,-1094.356,401.262,1.1814646162652092
91570,314.401,-201.061,0.36069012319008475
21425,-1028.438,-1553.157,1.552779671624218
17965,253.125,-177.934,0.15565218241888204
109750,-18.242,-2.831,0.06046799928535329
103293,534.749,2.952,0.38225160647103734
98182,-167.87,997.689,0.9851513759493014
97084,128.074,679.349,0.2731269202011676
94958,253.768,-92.775,0.5076894267581296
110199,274.537,806.209,-0.6182650249838502
101479,-258.815,1017.793,1.3407044470525302
82963,434.943,64.996,0.7105916787496585
47973,382.975,1023.005,0.35431919784637306
46996,197.924,347.52,0.46256055217854
58399,195.373,162.755,0.8169593555453407
96814,672.232,113.984,0.7656725494491922
65457,-740.635,-541.276,1.3650131554037945
23997,241.333,175.318,0.504743778963413
24616,417.252,-55.149,0.6793909365425079
93414,274.722,-88.712,0.11311111598701204
82247,201.689,285.371,0.5444526512067493
41820,97.544,649.373,0.45664255215134925
103142,287.003,-171.093,0.5334869868215681
65782,573.537,-408.164,0.4622859999195802
94046,-72.277,626.301,0.0435360710528747
68697,-929.457,-1806.36,-0.3192832470852142
100251,-1047.798,-1367.152,0.9391003268472782
10168,756.209,-1482.732,0.835917325675146
101987,1512.959,819.267,0.1760014172067217
25905,664.879,-827.129,0.6641346310803153
62024,886.283,-214.717,0.435104357849438
65331,2895.43,50.968,0.5213974637344339
92326,52.369,610.134,0.9420445483272054
103742,490.534,-1065.035,0.27458593444868984
18834,539.434,-699.241,0.6794420359458068
85061,-1.848,385.83,0.6003578268101248
111120,617.363,-35.926,0.15818730266198971
94530,566.032,219.413,0.8338215883011284
111508,980.435,0.662,0.3750358830165834
90032,92.005,721.265,0.8693562915640113
65250,-1069.682,-1537.352,1.1774459633817356
96159,1352.569,22.154,1.7261391386972058
106410,844.772,-53.377,0.84985615870448
99778,327.039,647.848,-0.6678011723869549
65942,966.218,-1924.52,1.2126471201826072
24491,-1886.595,-963.203,3.4350756058047915
92668,577.612,-137.645,0.003523103140091427
101693,735.975,1376.054,0.08899776063593674
98471,411.59,-377.473,0.14119299405881686
67586,-1111.396,-1696.54,1.6521777966209736
107098,144.97,-7.075,0.40185195151891573
97197,-178.9,959.128,1.0703615038302126
25286,2988.385,446.644,0.46025312642944083
105093,2600.02,255.029,0.40736884665097717
84523,20.994,165.025,0.0906399806105581
15678,66.075,535.491,0.2367131251323243
109158,1311.56,24.931,0.5604628262215285
82900,-243.746,996.534,0.984776543813655
102832,-642.178,-201.606,0.8093663800215285
92517,-496.757,499.448,1.255622437097762
47753,506.324,1289.052,0.34763695144264295
83430,515.362,201.892,0.08650890276798157
27672,-1064.515,-41.855,0.773157017068022
106003,-1093.11,504.131,0.9673733130189751
26351,1386.948,-297.394,0.38589694827844895
59065,173.983,1186.32,0.0181279917582718
106843,171.163,-40.461,0.14149086237618672
64917,-1063.715,387.131,1.3490049060038656
22096,-1566.664,595.202,1.9337136202349594
68086,1407.848,-2235.096,0.482831033906901
10353,-721.482,-542.675,0.5486481453250656
90590,1770.316,26.907,1.0955671966781935
92720,-940.865,-2106.015,1.2865524735806675
92125,451.615,59.264,0.8113888443560697
92780,-75.773,458.845,0.43037492376687386
26694,1514.74,-324.984,1.2082211604527429
20452,519.342,-207.611,-0.0064644354457124905
47942,-74.686,767.736,0.5500233359228567
65170,642.515,-1344.157,1.989410667201864
94334,-44.327,260.588,0.3885123113643254
105299,152.527,943.173,0.508102273159797
50011,291.376,405.07,0.6024062925334557
27173,480.794,-912.148,0.4185182576262797
91360,410.321,159.958,0.3245718381902144
26298,673.494,-1143.654,0.6187046381585499
50908,100.541,788.118,0.3110398961320529
25058,2342.361,-296.263,0.3629385857225661
100408,-135.883,835.238,0.9310901525144765
82805,-1091.497,-1898.066,1.5439569903614518
88795,-739.782,424.083,0.5345430416626229
106113,1988.137,-174.089,0.6602214833775332
89672,2513.302,127.443,1.4895473172753129
66120,-1058.784,-1802.898,1.6218196047928497
9884,-1444.734,580.462,1.2654967921030293
109412,181.564,-478.371,0.5861820389066924
97391,-1065.661,-1667.845,1.4706189555012017
85017,804.562,-50.886,0.6268474476435001
104213,96.508,1143.772,0.9719582336100787
20790,608.157,-1098.094,0.6274294421034743
24916,1222.704,-2112.89,1.1253873455354895
97597,179.846,-427.993,0.4038266973393901
26376,-1081.176,-1608.088,1.3227723424199116
61635,20.691,508.557,0.09802095273300186
91710,124.324,82.836,0.5218518088487867
99436,81.772,172.377,0.5731131163149451
63241,2043.547,-2131.843,1.1419523578551567
53834,690.541,1611.861,0.1715763749062284
41979,220.232,586.191,0.3973821842454981
96655,-508.982,555.293,0.24212331247298743
111038,-735.924,509.718,0.9050650849216411
68689,531.143,-824.552,0.7088286474143319
66853,2969.347,171.44,-0.24935494138479536
86990,-962.815,-1936.281,1.904014864840864
23846,2521.912,-1607.8,0.8501890598231775
111332,1139.809,-30.507,0.7998595711492805
66536,-1013.208,-1158.605,1.4290296739665849
16606,-95.314,780.268,0.00015741317240315357
66240,2485.257,-640.116,0.4745009452125631
106304,-800.725,84.99,1.0956642693585592
97769,-334.721,652.3,0.9598154621940995
50795,357.847,785.935,0.5675637656726417
97412,386.682,-180.436,0.203873230255754
61355,203.398,720.173,0.6759204647727809
93564,203.67,571.942,0.7096790464506553
107183,215.324,459.244,0.20967106388927476
87928,-1033.546,372.931,0.5728323217974347
67176,-1506.832,591.375,0.1720549529440148
42318,6.213,909.179,0.38523559571395927
15550,-563.268,152.398,0.5277476534803217
65429,-991.5,-1013.778,0.8813799325964006
91174,849.571,49.982,0.5332319155455864
97612,205.069,-2.397,0.05035000733421122
18364,-134.96,483.744,1.2066660878367717
65555,-949.08,-975.781,1.846518150835788
56798,-47.313,1003.538,0.4182110220853875
43944,208.587,676.935,-0.012198735613986
106183,161.461,22.424,0.35790150101123275
97657,-136.156,661.271,0.8004842000669041
64960,2507.876,-246.447,0.7667598452534831
95632,-703.323,512.97,-0.08391724787844086
64124,-937.997,-2086.124,1.5832749868404565
47913,-72.029,953.207,0.5223709574365919
84937,-1160.916,515.651,-0.39791732036828564
65010,-811.7,230.766,0.9433901263450597
26705,1422.334,-356.141,0.2018800850167636
92432,-1515.992,-767.389,2.1371068856537994
16836,-942.48,341.11,0.759831887627182
66527,2858.184,196.603,0.19305035804134363
110828,-221.575,38.551,1.702971038209498
93563,-318.283,568.756,0.8187501642463924
111117,449.725,-78.266,0.480470873506067
26429,712.664,-1443.437,1.588730715936635
107530,265.953,-483.396,0.2682751072186911
21309,703.646,-1497.58,1.003550385741515
90772,170.195,500.494,0.3153039331159676
90524,-99.332,710.656,0.7829536237956431
25055,1913.279,-47.204,0.27118665159258415
101659,1016.156,147.066,0.14442846284040806
103678,-933.059,444.491,1.2614668477086117
97355,92.407,702.158,0.5298781344781682
93350,-202.1,553.608,-0.09726636522949156
104512,-55.42,-65.719,0.43484657274728866
100473,524.48,695.007,1.7510120581616158
86387,255.697,-498.31,0.5271573714736794
28886,-982.249,-308.972,0.25164743894395086
26542,2078.149,-290.686,0.455080502886441
89590,875.63,144.973,0.1313233165325448
96586,537.589,-814.394,0.4849161974104623
89570,-561.599,-109.291,0.34600869293803993
48933,151.085,486.876,-0.11203024808856013
90716,968.816,126.346,0.39790838291804376
62252,-686.036,-451.979,2.0121728235329597
105274,1266.656,860.313,0.9003529047384611
27956,493.257,220.639,0.33963618936611406
98975,-11.181,368.349,-0.10869325147031832
24545,-1168.222,281.977,1.263742324859082
108066,545.373,334.061,0.5950964271081775
50516,145.452,650.95,0.2815477752478205
47941,76.876,331.953,0.7418070895820954
67580,2794.755,217.99,1.249099790639249
103822,368.174,363.523,0.17432902028447325
102188,-152.88,858.499,0.9826017729803574
90713,-158.412,807.359,0.4916574313066745
54894,118.472,458.106,0.2885475376738003
15498,-990.951,313.806,-0.6345009627070695
102866,-108.427,654.567,1.0465125745861594
106382,-24.524,241.511,-0.1784704620412822
83125,4.908,684.679,0.22060455817897462
106588,-123.637,-150.696,0.5310028312571712
64446,-1356.554,549.109,0.28456749065684417
21438,-1061.935,-1867.159,1.343817400741171
16676,-20.155,646.69,0.061817615283973046
62164,-1345.832,226.561,1.0271632183739234
94622,-1928.645,-1011.979,2.5614487230903196
87384,-136.805,968.233,1.0722003574632244
108681,168.837,333.511,0.6238793714965961
64508,-1114.495,407.402,1.7368050302027895
27980,-1029.551,-1097.783,0.7069523063189791
98171,-1040.062,-1204.41,1.192600677665657
106504,-631.859,463.933,0.6494678776339121
105220,290.095,-675.927,0.3753486449805898
23785,2790.782,46.548,-0.7164576417773518
102137,302.185,-547.886,0.1371355032985934
93820,188.59,-56.013,0.6092921361865059
100292,-1023.866,-570.584,0.8233239472438493
95817,505.079,1066.457,1.3714243155959545
89637,-55.347,563.206,0.7242538108160496
64056,-1443.588,498.73,2.509087852012442
52357,98.238,550.48,-0.2669333929943657
103752,64.017,779.355,0.5579336265856372
103453,833.568,-80.394,0.88352799725151
11300,642.61,-284.537,-0.10009065002110043
62766,-1107.745,284.423,1.4001616183486014
103619,1796.762,29.337,1.7760003951428605
102934,-187.819,1061.016,0.4912061455890175
64358,705.191,-1571.53,-0.004114202470041639
110470,522.322,-45.976,0.3164938882506187
94870,1548.926,-63.646,0.7392246494064751
82782,843.757,-231.05,0.38769405610861807
103059,165.694,763.723,0.4694257224683664
98496,-371.296,372.658,0.7755241893199122
92379,-105.462,743.07,0.45229720115459654
62473,807.532,-562.435,0.31448503551997126
94641,-114.527,896.041,0.7726688044275367
42669,24.182,786.552,0.49650224494500694
103712,95.18,654.833,0.3248529375249337
89180,343.982,-801.719,0.7597617476456248
97043,58.37,651.396,0.6547325492056328
19191,-874.946,457.259,1.0652936711620857
21186,951.804,-1623.118,1.051993943083735
50006,210.323,579.06,0.522225428870593
82739,-171.003,780.658,0.647249210447131
43068,520.235,1317.258,0.49736960034560135
63466,-1357.621,525.751,-0.44274247539421
20684,835.221,-1079.258,0.629274968638734
110859,428.046,127.753,0.6777262263116108
66639,1818.364,-2127.045,0.45867292570665275
22365,-604.567,225.534,0.7198777537260205
66993,1292.99,-2183.382,1.110030452354858
97983,426.836,-232.581,0.36945429468604984
92842,248.17,223.966,0.6624883965449009
109108,577.438,442.681,0.5296956986959717
41635,205.67,383.328,0.6201439484217276
94573,194.154,194.085,0.06840064772721655
86986,246.948,-58.855,0.2910889529277291
19028,248.056,260.402,0.43076339197543145
106870,-1109.544,344.273,1.4197356514605912
67474,-1056.908,-1390.304,1.7733257186850804
51610,141.359,712.991,0.4058043979315079
42116,-185.149,973.427,0.7746342822686831
43421,-7.899,768.864,0.7991190460320239
92170,-48.372,996.331,0.19169697021996238
90077,583.641,334.183,0.34013070326474554
21507,362.365,-801.965,0.47839308489350146
82993,-149.451,1020.029,0.5659066961444303
67224,-1383.226,199.101,1.0057138001138068
97175,439.209,-131.935,0.21367057482498755
66430,1245.602,-2117.908,1.0321217783913643
95330,-209.55,1054.835,0.6109805466146498
96951,837.555,-1767.079,0.2531951532890374
86411,247.177,45.83,0.32091821665900905
94383,452.323,-35.504,0.5438212058517765
92776,1401.337,-163.9,0.7549445494179827
105144,49.502,827.417,0.6681368449659614
61417,174.275,1097.522,-0.11619697660669548
62027,2641.875,-473.897,0.9729803702161943
87291,37.47,163.584,0.27664897469118016
85138,-203.75,899.709,0.9331721142176734
46421,166.682,877.689,0.2544798158104156
41971,32.666,411.673,0.9217955533602755
97260,-1089.789,-1754.827,0.44486763155405995
18815,563.744,-271.035,-0.34459028246801815
94869,113.599,505.593,0.41189524534494365
86479,271.722,-333.256,0.3589526510451075
57068,-148.865,1062.705,1.035948841020714
96832,683.39,1409.035,2.1558710952389353
23474,375.622,-729.464,0.01369801005030959
111075,318.631,228.184,0.3019329030069301
109301,18.531,570.125,0.7783886717867478
54954,75.006,917.885,-0.0895735599534854
68979,-834.609,411.728,1.0185484713585087
107975,182.696,438.904,0.6204222519302208
107930,119.874,114.591,0.5408293175245593
13652,-1245.519,-560.653,2.8231767345679906
108569,-1093.377,211.735,1.5429031336858439
28841,785.869,77.556,0.4858713568486602
46273,146.547,421.456,0.3121624523963836
82214,-120.43,817.016,0.7012083550717904
99028,473.876,949.81,0.34814272724085726
85706,-57.195,595.266,0.6812226292828318
63544,-1165.602,261.371,0.5968181396473448
18637,271.5,62.005,0.6965164401734817
87969,1203.544,-116.208,1.350623089255901
27943,291.892,288.631,0.2770892639406804
87190,419.345,-156.956,0.20069928780531016
108272,28.683,637.308,0.5664310133925152
11076,-1175.623,496.21,0.8382646388972617
44657,481.001,661.685,-0.8043598113996587
108137,518.44,633.342,0.937525741418259
109624,644.588,140.393,0.48554882845535996
48008,-17.54,1052.44,0.1201586800314002
11206,-83.973,681.545,-0.058121401724315236
93502,35.604,575.373,0.6212874147217607
111391,-347.422,13.125,0.9963297324095521
93309,-169.181,742.517,0.24965628209473173
65774,1229.672,-2154.0,0.9220558107110696
96096,950.946,-82.732,1.2897504266656186
83565,189.019,-475.087,0.8148952074026609
66413,529.906,-655.629,1.0124047032757382
100825,613.717,7.254,0.5011811472995293
90336,-105.919,694.025,0.9526091144557292
26986,-1670.093,-843.21,2.998794015197343
100384,99.058,694.164,0.1475315583268643
18345,431.577,16.673,-0.570013266540664
21397,-910.088,-631.311,0.8091062741958354
109918,192.075,-446.202,0.2758790677929398
23933,408.861,-200.298,0.08476753761781897
58676,387.514,693.373,0.14349106288188868
12429,686.545,-1109.923,0.24915646675065362
88768,-70.735,264.688,-0.32027142645051876
110422,1113.095,88.01,1.116623762585175
94153,443.723,809.481,0.251536367385369
46955,-494.914,395.385,0.8040329502397039
53275,-53.16,1019.101,0.4758006397334973
63196,-1070.232,-1615.03,1.4822398906309933
107335,-22.036,452.304,0.3784190832112209
98199,-1014.629,-1129.52,1.201968713075864
102234,-37.152,1159.391,1.1679859054219168
42123,183.194,550.726,0.4511651948323709
98178,-214.7,1106.885,1.2571018838493315
53424,312.453,821.537,0.3511839324122795
66048,-1050.882,-1293.631,1.4769741796267124
19556,-751.04,101.8,1.2079603753410937
88077,154.769,-64.028,0.2605867762121855
21729,786.741,-1276.672,0.9378518671456613
23427,486.613,-331.552,-0.33136931665532143
111201,-162.105,1009.854,0.7898944461986598
85848,450.542,-216.741,0.11804972650437913
51630,26.639,848.38,0.8285315197606486
50903,-309.884,527.783,0.5891981220878099
85353,173.912,-139.215,0.7881846774645158
64098,-1182.529,304.8,0.808025213061806
67898,-932.659,-1220.138,1.2317989003160252
91481,34.021,258.194,0.9657316199428394
102673,242.554,546.629,0.23201610133195172
60925,-164.606,504.147,-0.8585203108647507
108962,238.624,-291.514,-0.05047744205974007
28985,631.567,-797.55,1.0212752365145656
83982,512.492,1065.263,0.5895504221315251
106359,-594.807,216.954,0.6671404939254352
18245,-1111.813,496.324,0.864085374151548
83296,1782.789,-161.869,1.661544816153881
94087,-1164.501,505.321,1.796857322607962
66405,-983.464,-1122.494,1.4732144864664334
108971,308.52,-420.76,-0.3308517065894394
107811,1195.44,-175.287,0.7629082169785141
102228,494.117,183.594,0.4866116146373338
62623,-810.846,-584.45,0.6082808757601532
