,Estimator,Sample number,True MI,Estimate,Ambient dimensions,Intrinsic dimensions
265,LMI ,4000,1,0.17661736938469746,13,13
266,MINE,4000,1,0.3875733946610419,13,13
267,KSG,4000,1,0.37747932609414825,13,13
268,InfoNCE,4000,1,-0.18212274795767983,25,25
269,LMI ,4000,1,0.04578621731525462,25,25
270,MINE,4000,1,0.10195251931002901,25,25
271,KSG,4000,1,0.19461099453832942,25,25
272,InfoNCE,4000,1,-0.5317249530479765,37,37
273,LMI ,4000,1,0.05917365057270209,37,37
274,MINE,4000,1,-0.2112387228181499,37,37
275,KSG,4000,1,0.177066151491122,37,37
276,InfoNCE,4000,1,-1.0176227210164457,50,50
277,LMI ,4000,1,0.03931780405768191,50,50
278,MINE,4000,1,-0.37049568941301586,50,50
279,KSG,4000,1,0.0354633971216078,50,50
280,InfoNCE,5000,1,0.9692921564709791,1,1
281,LMI ,5000,1,1.0103375884859058,1,1
282,MINE,5000,1,0.9761264030509654,1,1
283,KSG,5000,1,0.9957813110467935,1,1
284,InfoNCE,5000,1,0.45308966955927626,13,13
285,LMI ,5000,1,0.20679537440238155,13,13
286,MINE,5000,1,0.43850674464466616,13,13
287,KSG,5000,1,0.3727985896278008,13,13
288,InfoNCE,5000,1,0.062747526201994,25,25
289,LMI ,5000,1,-0.008759892682501677,25,25
290,MINE,5000,1,0.12211043383500794,25,25
291,KSG,5000,1,0.1988488031184682,25,25
292,InfoNCE,5000,1,-0.3511376661971998,37,37
293,LMI ,5000,1,-0.01688351437173057,37,37
294,MINE,5000,1,-0.009251806703164792,37,37
295,KSG,5000,1,0.07967347989681804,37,37
296,InfoNCE,5000,1,-0.45255239575798084,50,50
297,LMI ,5000,1,0.017259189424194327,50,50
298,MINE,5000,1,-0.11408365955393894,50,50
299,KSG,5000,1,0.07636166960125904,50,50
300,InfoNCE,6000,1,1.0000412785840425,1,1
301,LMI ,6000,1,1.0126361395749723,1,1
302,MINE,6000,1,0.977848121368753,1,1
